GEOGRAPHICAL	TIME	MEASURE	OBS_VALUE
Vilaflor de Chasna	2020 Segundo trimestre	Variación interperiódica	-84
Vilaflor de Chasna	2020 Segundo trimestre	Tasa variación interperiódica	-17.80
Vilaflor de Chasna	2020 Segundo trimestre	Dato	388
Vilaflor de Chasna	2020 Segundo trimestre	Tasa variación anual	-19.00
Adeje	2020 Primer trimestre	Variación anual	-2385
Adeje	2020 Primer trimestre	Variación interperiódica	-3374
Adeje	2020 Primer trimestre	Tasa variación interperiódica	-11.35
Adeje	2020 Primer trimestre	Dato	26365
Adeje	2020 Primer trimestre	Tasa variación anual	-8.30
Arafo	2020 Primer trimestre	Variación anual	-168
Arafo	2020 Primer trimestre	Variación interperiódica	-175
Arafo	2020 Primer trimestre	Tasa variación interperiódica	-4.99
Arafo	2020 Primer trimestre	Dato	3333
Arafo	2020 Primer trimestre	Tasa variación anual	-4.80
Arico	2020 Primer trimestre	Variación anual	-102
Arico	2020 Primer trimestre	Variación interperiódica	-87
Arico	2020 Primer trimestre	Tasa variación interperiódica	-4.76
Arico	2020 Primer trimestre	Dato	1739
Arico	2020 Primer trimestre	Tasa variación anual	-5.54
Arona	2020 Primer trimestre	Variación anual	-4700
Arona	2020 Primer trimestre	Variación interperiódica	-4756
Arona	2020 Primer trimestre	Tasa variación interperiódica	-14.82
Arona	2020 Primer trimestre	Dato	27326
Arona	2020 Primer trimestre	Tasa variación anual	-14.68
Buenavista del Norte	2020 Primer trimestre	Variación anual	-94
Buenavista del Norte	2020 Primer trimestre	Variación interperiódica	-94
Buenavista del Norte	2020 Primer trimestre	Tasa variación interperiódica	-7.61
Buenavista del Norte	2020 Primer trimestre	Dato	1142
Buenavista del Norte	2020 Primer trimestre	Tasa variación anual	-7.61
Candelaria	2020 Primer trimestre	Variación anual	-1464
Candelaria	2020 Primer trimestre	Variación interperiódica	-405
Candelaria	2020 Primer trimestre	Tasa variación interperiódica	-5.90
Candelaria	2020 Primer trimestre	Dato	6461
Candelaria	2020 Primer trimestre	Tasa variación anual	-18.47
Fasnia	2020 Primer trimestre	Variación anual	-8
Fasnia	2020 Primer trimestre	Variación interperiódica	-11
Fasnia	2020 Primer trimestre	Tasa variación interperiódica	-2.63
Fasnia	2020 Primer trimestre	Dato	408
Fasnia	2020 Primer trimestre	Tasa variación anual	-1.92
Garachico	2020 Primer trimestre	Variación anual	-5
Garachico	2020 Primer trimestre	Variación interperiódica	-40
Garachico	2020 Primer trimestre	Tasa variación interperiódica	-3.82
Garachico	2020 Primer trimestre	Dato	1006
Garachico	2020 Primer trimestre	Tasa variación anual	-0.49
Granadilla de Abona	2020 Primer trimestre	Variación anual	-1361
Granadilla de Abona	2020 Primer trimestre	Variación interperiódica	-1179
Granadilla de Abona	2020 Primer trimestre	Tasa variación interperiódica	-8.98
Granadilla de Abona	2020 Primer trimestre	Dato	11943
Granadilla de Abona	2020 Primer trimestre	Tasa variación anual	-10.23
La Guancha	2020 Primer trimestre	Variación anual	-36
La Guancha	2020 Primer trimestre	Variación interperiódica	-43
La Guancha	2020 Primer trimestre	Tasa variación interperiódica	-4.05
La Guancha	2020 Primer trimestre	Dato	1018
La Guancha	2020 Primer trimestre	Tasa variación anual	-3.42
Guía de Isora	2020 Primer trimestre	Variación anual	-264
Guía de Isora	2020 Primer trimestre	Variación interperiódica	-608
Guía de Isora	2020 Primer trimestre	Tasa variación interperiódica	-8.87
Guía de Isora	2020 Primer trimestre	Dato	6246
Guía de Isora	2020 Primer trimestre	Tasa variación anual	-4.06
Güímar	2020 Primer trimestre	Variación anual	-194
Güímar	2020 Primer trimestre	Variación interperiódica	-279
Güímar	2020 Primer trimestre	Tasa variación interperiódica	-5.83
Güímar	2020 Primer trimestre	Dato	4503
Güímar	2020 Primer trimestre	Tasa variación anual	-4.13
Icod de los Vinos	2020 Primer trimestre	Variación anual	-426
Icod de los Vinos	2020 Primer trimestre	Variación interperiódica	-397
Icod de los Vinos	2020 Primer trimestre	Tasa variación interperiódica	-7.56
Icod de los Vinos	2020 Primer trimestre	Dato	4855
Icod de los Vinos	2020 Primer trimestre	Tasa variación anual	-8.07
La Matanza de Acentejo	2020 Primer trimestre	Variación anual	-267
La Matanza de Acentejo	2020 Primer trimestre	Variación interperiódica	-145
La Matanza de Acentejo	2020 Primer trimestre	Tasa variación interperiódica	-7.67
La Matanza de Acentejo	2020 Primer trimestre	Dato	1746
La Matanza de Acentejo	2020 Primer trimestre	Tasa variación anual	-13.26
La Orotava	2020 Primer trimestre	Variación anual	-567
La Orotava	2020 Primer trimestre	Variación interperiódica	-1027
La Orotava	2020 Primer trimestre	Tasa variación interperiódica	-8.85
La Orotava	2020 Primer trimestre	Dato	10571
La Orotava	2020 Primer trimestre	Tasa variación anual	-5.09
Puerto de la Cruz	2020 Primer trimestre	Variación anual	-1408
Puerto de la Cruz	2020 Primer trimestre	Variación interperiódica	-1368
Puerto de la Cruz	2020 Primer trimestre	Tasa variación interperiódica	-10.01
Puerto de la Cruz	2020 Primer trimestre	Dato	12300
Puerto de la Cruz	2020 Primer trimestre	Tasa variación anual	-10.27
Los Realejos	2020 Primer trimestre	Variación anual	-437
Los Realejos	2020 Primer trimestre	Variación interperiódica	-507
Los Realejos	2020 Primer trimestre	Tasa variación interperiódica	-6.86
Los Realejos	2020 Primer trimestre	Dato	6880
Los Realejos	2020 Primer trimestre	Tasa variación anual	-5.97
El Rosario	2020 Primer trimestre	Variación anual	-349
El Rosario	2020 Primer trimestre	Variación interperiódica	-318
El Rosario	2020 Primer trimestre	Tasa variación interperiódica	-4.52
El Rosario	2020 Primer trimestre	Dato	6714
El Rosario	2020 Primer trimestre	Tasa variación anual	-4.94
San Cristóbal de La Laguna	2020 Primer trimestre	Variación anual	-1610
San Cristóbal de La Laguna	2020 Primer trimestre	Variación interperiódica	-3277
San Cristóbal de La Laguna	2020 Primer trimestre	Tasa variación interperiódica	-5.24
San Cristóbal de La Laguna	2020 Primer trimestre	Dato	59266
San Cristóbal de La Laguna	2020 Primer trimestre	Tasa variación anual	-2.64
San Juan de la Rambla	2020 Primer trimestre	Variación anual	-61
San Juan de la Rambla	2020 Primer trimestre	Variación interperiódica	-26
San Juan de la Rambla	2020 Primer trimestre	Tasa variación interperiódica	-3.11
San Juan de la Rambla	2020 Primer trimestre	Dato	809
San Juan de la Rambla	2020 Primer trimestre	Tasa variación anual	-7.01
San Miguel de Abona	2020 Primer trimestre	Variación anual	-849
San Miguel de Abona	2020 Primer trimestre	Variación interperiódica	-822
San Miguel de Abona	2020 Primer trimestre	Tasa variación interperiódica	-10.00
San Miguel de Abona	2020 Primer trimestre	Dato	7399
San Miguel de Abona	2020 Primer trimestre	Tasa variación anual	-10.29
Santa Cruz de Tenerife	2020 Primer trimestre	Variación anual	-1338
Santa Cruz de Tenerife	2020 Primer trimestre	Variación interperiódica	-6541
Santa Cruz de Tenerife	2020 Primer trimestre	Tasa variación interperiódica	-5.04
Santa Cruz de Tenerife	2020 Primer trimestre	Dato	123242
Santa Cruz de Tenerife	2020 Primer trimestre	Tasa variación anual	-1.07
Santa Úrsula	2020 Primer trimestre	Variación anual	-382
Santa Úrsula	2020 Primer trimestre	Variación interperiódica	-396
Santa Úrsula	2020 Primer trimestre	Tasa variación interperiódica	-10.59
Santa Úrsula	2020 Primer trimestre	Dato	3345
Santa Úrsula	2020 Primer trimestre	Tasa variación anual	-10.25
Santiago del Teide	2020 Primer trimestre	Variación anual	-375
Santiago del Teide	2020 Primer trimestre	Variación interperiódica	-387
Santiago del Teide	2020 Primer trimestre	Tasa variación interperiódica	-10.73
Santiago del Teide	2020 Primer trimestre	Dato	3221
Santiago del Teide	2020 Primer trimestre	Tasa variación anual	-10.43
El Sauzal	2020 Primer trimestre	Variación anual	-99
El Sauzal	2020 Primer trimestre	Variación interperiódica	-83
El Sauzal	2020 Primer trimestre	Tasa variación interperiódica	-4.60
El Sauzal	2020 Primer trimestre	Dato	1720
El Sauzal	2020 Primer trimestre	Tasa variación anual	-5.44
Los Silos	2020 Primer trimestre	Variación anual	-115
Los Silos	2020 Primer trimestre	Variación interperiódica	-101
Los Silos	2020 Primer trimestre	Tasa variación interperiódica	-9.63
Los Silos	2020 Primer trimestre	Dato	948
Los Silos	2020 Primer trimestre	Tasa variación anual	-10.82
Tacoronte	2020 Primer trimestre	Variación anual	-231
Tacoronte	2020 Primer trimestre	Variación interperiódica	-171
Tacoronte	2020 Primer trimestre	Tasa variación interperiódica	-3.09
Tacoronte	2020 Primer trimestre	Dato	5358
Tacoronte	2020 Primer trimestre	Tasa variación anual	-4.13
El Tanque	2020 Primer trimestre	Variación anual	-27
El Tanque	2020 Primer trimestre	Variación interperiódica	-37
El Tanque	2020 Primer trimestre	Tasa variación interperiódica	-7.61
El Tanque	2020 Primer trimestre	Dato	449
El Tanque	2020 Primer trimestre	Tasa variación anual	-5.67
Tegueste	2020 Primer trimestre	Variación anual	-163
Tegueste	2020 Primer trimestre	Variación interperiódica	-145
Tegueste	2020 Primer trimestre	Tasa variación interperiódica	-5.87
Tegueste	2020 Primer trimestre	Dato	2326
Tegueste	2020 Primer trimestre	Tasa variación anual	-6.55
La Victoria de Acentejo	2020 Primer trimestre	Variación anual	-168
La Victoria de Acentejo	2020 Primer trimestre	Variación interperiódica	-152
La Victoria de Acentejo	2020 Primer trimestre	Tasa variación interperiódica	-8.66
La Victoria de Acentejo	2020 Primer trimestre	Dato	1603
La Victoria de Acentejo	2020 Primer trimestre	Tasa variación anual	-9.49
Vilaflor de Chasna	2020 Primer trimestre	Variación anual	-7
Vilaflor de Chasna	2020 Primer trimestre	Variación interperiódica	4
Vilaflor de Chasna	2020 Primer trimestre	Tasa variación interperiódica	0.85
Vilaflor de Chasna	2020 Primer trimestre	Dato	472
Vilaflor de Chasna	2020 Primer trimestre	Tasa variación anual	-1.46
Adeje	2019 Cuarto trimestre	Variación anual	941
Adeje	2019 Cuarto trimestre	Variación interperiódica	385
Adeje	2019 Cuarto trimestre	Tasa variación interperiódica	1.31
Adeje	2019 Cuarto trimestre	Dato	29739
Adeje	2019 Cuarto trimestre	Tasa variación anual	3.27
Arafo	2019 Cuarto trimestre	Variación anual	42
Arafo	2019 Cuarto trimestre	Variación interperiódica	-7
Arafo	2019 Cuarto trimestre	Tasa variación interperiódica	-0.20
Arafo	2019 Cuarto trimestre	Dato	3508
Arafo	2019 Cuarto trimestre	Tasa variación anual	1.21
Arico	2019 Cuarto trimestre	Variación anual	16
Arico	2019 Cuarto trimestre	Variación interperiódica	-84
Arico	2019 Cuarto trimestre	Tasa variación interperiódica	-4.40
Arico	2019 Cuarto trimestre	Dato	1826
Arico	2019 Cuarto trimestre	Tasa variación anual	0.88
Arona	2019 Cuarto trimestre	Variación anual	409
Arona	2019 Cuarto trimestre	Variación interperiódica	787
Arona	2019 Cuarto trimestre	Tasa variación interperiódica	2.51
Arona	2019 Cuarto trimestre	Dato	32082
Arona	2019 Cuarto trimestre	Tasa variación anual	1.29
Buenavista del Norte	2019 Cuarto trimestre	Variación anual	15
Buenavista del Norte	2019 Cuarto trimestre	Variación interperiódica	-15
Buenavista del Norte	2019 Cuarto trimestre	Tasa variación interperiódica	-1.20
Buenavista del Norte	2019 Cuarto trimestre	Dato	1236
Buenavista del Norte	2019 Cuarto trimestre	Tasa variación anual	1.23
Candelaria	2019 Cuarto trimestre	Variación anual	-909
Candelaria	2019 Cuarto trimestre	Variación interperiódica	-899
Candelaria	2019 Cuarto trimestre	Tasa variación interperiódica	-11.58
Candelaria	2019 Cuarto trimestre	Dato	6866
Candelaria	2019 Cuarto trimestre	Tasa variación anual	-11.69
Fasnia	2019 Cuarto trimestre	Variación anual	16
Fasnia	2019 Cuarto trimestre	Variación interperiódica	-7
Fasnia	2019 Cuarto trimestre	Tasa variación interperiódica	-1.64
Fasnia	2019 Cuarto trimestre	Dato	419
Fasnia	2019 Cuarto trimestre	Tasa variación anual	3.97
Garachico	2019 Cuarto trimestre	Variación anual	33
Garachico	2019 Cuarto trimestre	Variación interperiódica	8
Garachico	2019 Cuarto trimestre	Tasa variación interperiódica	0.77
Garachico	2019 Cuarto trimestre	Dato	1046
Garachico	2019 Cuarto trimestre	Tasa variación anual	3.26
Granadilla de Abona	2019 Cuarto trimestre	Variación anual	94
Granadilla de Abona	2019 Cuarto trimestre	Variación interperiódica	197
Granadilla de Abona	2019 Cuarto trimestre	Tasa variación interperiódica	1.52
Granadilla de Abona	2019 Cuarto trimestre	Dato	13122
Granadilla de Abona	2019 Cuarto trimestre	Tasa variación anual	0.72
La Guancha	2019 Cuarto trimestre	Variación anual	27
La Guancha	2019 Cuarto trimestre	Variación interperiódica	-5
La Guancha	2019 Cuarto trimestre	Tasa variación interperiódica	-0.47
La Guancha	2019 Cuarto trimestre	Dato	1061
La Guancha	2019 Cuarto trimestre	Tasa variación anual	2.61
Guía de Isora	2019 Cuarto trimestre	Variación anual	379
Guía de Isora	2019 Cuarto trimestre	Variación interperiódica	325
Guía de Isora	2019 Cuarto trimestre	Tasa variación interperiódica	4.98
Guía de Isora	2019 Cuarto trimestre	Dato	6854
Guía de Isora	2019 Cuarto trimestre	Tasa variación anual	5.85
Güímar	2019 Cuarto trimestre	Variación anual	249
Güímar	2019 Cuarto trimestre	Variación interperiódica	41
Güímar	2019 Cuarto trimestre	Tasa variación interperiódica	0.86
Güímar	2019 Cuarto trimestre	Dato	4782
Güímar	2019 Cuarto trimestre	Tasa variación anual	5.49
Icod de los Vinos	2019 Cuarto trimestre	Variación anual	-163
Icod de los Vinos	2019 Cuarto trimestre	Variación interperiódica	-40
Icod de los Vinos	2019 Cuarto trimestre	Tasa variación interperiódica	-0.76
Icod de los Vinos	2019 Cuarto trimestre	Dato	5252
Icod de los Vinos	2019 Cuarto trimestre	Tasa variación anual	-3.01
La Matanza de Acentejo	2019 Cuarto trimestre	Variación anual	-77
La Matanza de Acentejo	2019 Cuarto trimestre	Variación interperiódica	-51
La Matanza de Acentejo	2019 Cuarto trimestre	Tasa variación interperiódica	-2.63
La Matanza de Acentejo	2019 Cuarto trimestre	Dato	1891
La Matanza de Acentejo	2019 Cuarto trimestre	Tasa variación anual	-3.91
La Orotava	2019 Cuarto trimestre	Variación anual	461
La Orotava	2019 Cuarto trimestre	Variación interperiódica	184
La Orotava	2019 Cuarto trimestre	Tasa variación interperiódica	1.61
La Orotava	2019 Cuarto trimestre	Dato	11598
La Orotava	2019 Cuarto trimestre	Tasa variación anual	4.14
Puerto de la Cruz	2019 Cuarto trimestre	Variación anual	38
Puerto de la Cruz	2019 Cuarto trimestre	Variación interperiódica	174
Puerto de la Cruz	2019 Cuarto trimestre	Tasa variación interperiódica	1.29
Puerto de la Cruz	2019 Cuarto trimestre	Dato	13668
Puerto de la Cruz	2019 Cuarto trimestre	Tasa variación anual	0.28
Los Realejos	2019 Cuarto trimestre	Variación anual	69
Los Realejos	2019 Cuarto trimestre	Variación interperiódica	-100
Los Realejos	2019 Cuarto trimestre	Tasa variación interperiódica	-1.34
Los Realejos	2019 Cuarto trimestre	Dato	7387
Los Realejos	2019 Cuarto trimestre	Tasa variación anual	0.94
El Rosario	2019 Cuarto trimestre	Variación anual	76
El Rosario	2019 Cuarto trimestre	Variación interperiódica	108
El Rosario	2019 Cuarto trimestre	Tasa variación interperiódica	1.56
El Rosario	2019 Cuarto trimestre	Dato	7032
El Rosario	2019 Cuarto trimestre	Tasa variación anual	1.09
San Cristóbal de La Laguna	2019 Cuarto trimestre	Variación anual	942
San Cristóbal de La Laguna	2019 Cuarto trimestre	Variación interperiódica	1366
San Cristóbal de La Laguna	2019 Cuarto trimestre	Tasa variación interperiódica	2.23
San Cristóbal de La Laguna	2019 Cuarto trimestre	Dato	62543
San Cristóbal de La Laguna	2019 Cuarto trimestre	Tasa variación anual	1.53
San Juan de la Rambla	2019 Cuarto trimestre	Variación anual	5
San Juan de la Rambla	2019 Cuarto trimestre	Variación interperiódica	-38
San Juan de la Rambla	2019 Cuarto trimestre	Tasa variación interperiódica	-4.35
San Juan de la Rambla	2019 Cuarto trimestre	Dato	835
San Juan de la Rambla	2019 Cuarto trimestre	Tasa variación anual	0.60
San Miguel de Abona	2019 Cuarto trimestre	Variación anual	-15
San Miguel de Abona	2019 Cuarto trimestre	Variación interperiódica	-6
San Miguel de Abona	2019 Cuarto trimestre	Tasa variación interperiódica	-0.07
San Miguel de Abona	2019 Cuarto trimestre	Dato	8221
San Miguel de Abona	2019 Cuarto trimestre	Tasa variación anual	-0.18
Santa Cruz de Tenerife	2019 Cuarto trimestre	Variación anual	4400
Santa Cruz de Tenerife	2019 Cuarto trimestre	Variación interperiódica	3337
Santa Cruz de Tenerife	2019 Cuarto trimestre	Tasa variación interperiódica	2.64
Santa Cruz de Tenerife	2019 Cuarto trimestre	Dato	129783
Santa Cruz de Tenerife	2019 Cuarto trimestre	Tasa variación anual	3.51
Santa Úrsula	2019 Cuarto trimestre	Variación anual	-61
Santa Úrsula	2019 Cuarto trimestre	Variación interperiódica	39
Santa Úrsula	2019 Cuarto trimestre	Tasa variación interperiódica	1.05
Santa Úrsula	2019 Cuarto trimestre	Dato	3741
Santa Úrsula	2019 Cuarto trimestre	Tasa variación anual	-1.60
Santiago del Teide	2019 Cuarto trimestre	Variación anual	-112
Santiago del Teide	2019 Cuarto trimestre	Variación interperiódica	25
Santiago del Teide	2019 Cuarto trimestre	Tasa variación interperiódica	0.70
Santiago del Teide	2019 Cuarto trimestre	Dato	3608
Santiago del Teide	2019 Cuarto trimestre	Tasa variación anual	-3.01
El Sauzal	2019 Cuarto trimestre	Variación anual	40
El Sauzal	2019 Cuarto trimestre	Variación interperiódica	-51
El Sauzal	2019 Cuarto trimestre	Tasa variación interperiódica	-2.75
El Sauzal	2019 Cuarto trimestre	Dato	1803
El Sauzal	2019 Cuarto trimestre	Tasa variación anual	2.27
Los Silos	2019 Cuarto trimestre	Variación anual	-5
Los Silos	2019 Cuarto trimestre	Variación interperiódica	-8
Los Silos	2019 Cuarto trimestre	Tasa variación interperiódica	-0.76
Los Silos	2019 Cuarto trimestre	Dato	1049
Los Silos	2019 Cuarto trimestre	Tasa variación anual	-0.47
Tacoronte	2019 Cuarto trimestre	Variación anual	47
Tacoronte	2019 Cuarto trimestre	Variación interperiódica	-48
Tacoronte	2019 Cuarto trimestre	Tasa variación interperiódica	-0.86
Tacoronte	2019 Cuarto trimestre	Dato	5529
Tacoronte	2019 Cuarto trimestre	Tasa variación anual	0.86
El Tanque	2019 Cuarto trimestre	Variación anual	15
El Tanque	2019 Cuarto trimestre	Variación interperiódica	-22
El Tanque	2019 Cuarto trimestre	Tasa variación interperiódica	-4.33
El Tanque	2019 Cuarto trimestre	Dato	486
El Tanque	2019 Cuarto trimestre	Tasa variación anual	3.18
Tegueste	2019 Cuarto trimestre	Variación anual	2
Tegueste	2019 Cuarto trimestre	Variación interperiódica	5
Tegueste	2019 Cuarto trimestre	Tasa variación interperiódica	0.20
Tegueste	2019 Cuarto trimestre	Dato	2471
Tegueste	2019 Cuarto trimestre	Tasa variación anual	0.08
La Victoria de Acentejo	2019 Cuarto trimestre	Variación anual	10
La Victoria de Acentejo	2019 Cuarto trimestre	Variación interperiódica	50
La Victoria de Acentejo	2019 Cuarto trimestre	Tasa variación interperiódica	2.93
La Victoria de Acentejo	2019 Cuarto trimestre	Dato	1755
La Victoria de Acentejo	2019 Cuarto trimestre	Tasa variación anual	0.57
Vilaflor de Chasna	2019 Cuarto trimestre	Variación anual	-16
Vilaflor de Chasna	2019 Cuarto trimestre	Variación interperiódica	-16
Vilaflor de Chasna	2019 Cuarto trimestre	Tasa variación interperiódica	-3.31
Vilaflor de Chasna	2019 Cuarto trimestre	Dato	468
Vilaflor de Chasna	2019 Cuarto trimestre	Tasa variación anual	-3.31
Adeje	2019 Tercer trimestre	Variación anual	1173
Adeje	2019 Tercer trimestre	Variación interperiódica	420
Adeje	2019 Tercer trimestre	Tasa variación interperiódica	1.45
Adeje	2019 Tercer trimestre	Dato	29354
Adeje	2019 Tercer trimestre	Tasa variación anual	4.16
Arafo	2019 Tercer trimestre	Variación anual	63
Arafo	2019 Tercer trimestre	Variación interperiódica	88
Arafo	2019 Tercer trimestre	Tasa variación interperiódica	2.57
Arafo	2019 Tercer trimestre	Dato	3515
Arafo	2019 Tercer trimestre	Tasa variación anual	1.83
Arico	2019 Tercer trimestre	Variación anual	69
Arico	2019 Tercer trimestre	Variación interperiódica	21
Arico	2019 Tercer trimestre	Tasa variación interperiódica	1.11
Arico	2019 Tercer trimestre	Dato	1910
Arico	2019 Tercer trimestre	Tasa variación anual	3.75
Arona	2019 Tercer trimestre	Variación anual	-61
Arona	2019 Tercer trimestre	Variación interperiódica	-74
Arona	2019 Tercer trimestre	Tasa variación interperiódica	-0.24
Arona	2019 Tercer trimestre	Dato	31295
Arona	2019 Tercer trimestre	Tasa variación anual	-0.19
Buenavista del Norte	2019 Tercer trimestre	Variación anual	33
Buenavista del Norte	2019 Tercer trimestre	Variación interperiódica	44
Buenavista del Norte	2019 Tercer trimestre	Tasa variación interperiódica	3.65
Buenavista del Norte	2019 Tercer trimestre	Dato	1251
Buenavista del Norte	2019 Tercer trimestre	Tasa variación anual	2.71
Candelaria	2019 Tercer trimestre	Variación anual	-120
Candelaria	2019 Tercer trimestre	Variación interperiódica	-291
Candelaria	2019 Tercer trimestre	Tasa variación interperiódica	-3.61
Candelaria	2019 Tercer trimestre	Dato	7765
Candelaria	2019 Tercer trimestre	Tasa variación anual	-1.52
Fasnia	2019 Tercer trimestre	Variación anual	14
Fasnia	2019 Tercer trimestre	Variación interperiódica	-16
Fasnia	2019 Tercer trimestre	Tasa variación interperiódica	-3.62
Fasnia	2019 Tercer trimestre	Dato	426
Fasnia	2019 Tercer trimestre	Tasa variación anual	3.40
Garachico	2019 Tercer trimestre	Variación anual	-3
Garachico	2019 Tercer trimestre	Variación interperiódica	34
Garachico	2019 Tercer trimestre	Tasa variación interperiódica	3.39
Garachico	2019 Tercer trimestre	Dato	1038
Garachico	2019 Tercer trimestre	Tasa variación anual	-0.29
Granadilla de Abona	2019 Tercer trimestre	Variación anual	41
Granadilla de Abona	2019 Tercer trimestre	Variación interperiódica	61
Granadilla de Abona	2019 Tercer trimestre	Tasa variación interperiódica	0.47
Granadilla de Abona	2019 Tercer trimestre	Dato	12925
Granadilla de Abona	2019 Tercer trimestre	Tasa variación anual	0.32
La Guancha	2019 Tercer trimestre	Variación anual	49
La Guancha	2019 Tercer trimestre	Variación interperiódica	-32
La Guancha	2019 Tercer trimestre	Tasa variación interperiódica	-2.91
La Guancha	2019 Tercer trimestre	Dato	1066
La Guancha	2019 Tercer trimestre	Tasa variación anual	4.82
Guía de Isora	2019 Tercer trimestre	Variación anual	185
Guía de Isora	2019 Tercer trimestre	Variación interperiódica	108
Guía de Isora	2019 Tercer trimestre	Tasa variación interperiódica	1.68
Guía de Isora	2019 Tercer trimestre	Dato	6529
Guía de Isora	2019 Tercer trimestre	Tasa variación anual	2.92
Güímar	2019 Tercer trimestre	Variación anual	240
Güímar	2019 Tercer trimestre	Variación interperiódica	5
Güímar	2019 Tercer trimestre	Tasa variación interperiódica	0.11
Güímar	2019 Tercer trimestre	Dato	4741
Güímar	2019 Tercer trimestre	Tasa variación anual	5.33
Icod de los Vinos	2019 Tercer trimestre	Variación anual	-104
Icod de los Vinos	2019 Tercer trimestre	Variación interperiódica	-85
Icod de los Vinos	2019 Tercer trimestre	Tasa variación interperiódica	-1.58
Icod de los Vinos	2019 Tercer trimestre	Dato	5292
Icod de los Vinos	2019 Tercer trimestre	Tasa variación anual	-1.93
La Matanza de Acentejo	2019 Tercer trimestre	Variación anual	31
La Matanza de Acentejo	2019 Tercer trimestre	Variación interperiódica	-102
La Matanza de Acentejo	2019 Tercer trimestre	Tasa variación interperiódica	-4.99
La Matanza de Acentejo	2019 Tercer trimestre	Dato	1942
La Matanza de Acentejo	2019 Tercer trimestre	Tasa variación anual	1.62
La Orotava	2019 Tercer trimestre	Variación anual	389
La Orotava	2019 Tercer trimestre	Variación interperiódica	125
La Orotava	2019 Tercer trimestre	Tasa variación interperiódica	1.11
La Orotava	2019 Tercer trimestre	Dato	11414
La Orotava	2019 Tercer trimestre	Tasa variación anual	3.53
Puerto de la Cruz	2019 Tercer trimestre	Variación anual	-178
Puerto de la Cruz	2019 Tercer trimestre	Variación interperiódica	126
Puerto de la Cruz	2019 Tercer trimestre	Tasa variación interperiódica	0.94
Puerto de la Cruz	2019 Tercer trimestre	Dato	13494
Puerto de la Cruz	2019 Tercer trimestre	Tasa variación anual	-1.30
Los Realejos	2019 Tercer trimestre	Variación anual	316
Los Realejos	2019 Tercer trimestre	Variación interperiódica	-7
Los Realejos	2019 Tercer trimestre	Tasa variación interperiódica	-0.09
Los Realejos	2019 Tercer trimestre	Dato	7487
Los Realejos	2019 Tercer trimestre	Tasa variación anual	4.41
El Rosario	2019 Tercer trimestre	Variación anual	37
El Rosario	2019 Tercer trimestre	Variación interperiódica	-181
El Rosario	2019 Tercer trimestre	Tasa variación interperiódica	-2.55
El Rosario	2019 Tercer trimestre	Dato	6924
El Rosario	2019 Tercer trimestre	Tasa variación anual	0.54
San Cristóbal de La Laguna	2019 Tercer trimestre	Variación anual	996
San Cristóbal de La Laguna	2019 Tercer trimestre	Variación interperiódica	1078
San Cristóbal de La Laguna	2019 Tercer trimestre	Tasa variación interperiódica	1.79
San Cristóbal de La Laguna	2019 Tercer trimestre	Dato	61177
San Cristóbal de La Laguna	2019 Tercer trimestre	Tasa variación anual	1.66
San Juan de la Rambla	2019 Tercer trimestre	Variación anual	-1
San Juan de la Rambla	2019 Tercer trimestre	Variación interperiódica	-71
San Juan de la Rambla	2019 Tercer trimestre	Tasa variación interperiódica	-7.52
San Juan de la Rambla	2019 Tercer trimestre	Dato	873
San Juan de la Rambla	2019 Tercer trimestre	Tasa variación anual	-0.11
San Miguel de Abona	2019 Tercer trimestre	Variación anual	68
San Miguel de Abona	2019 Tercer trimestre	Variación interperiódica	243
San Miguel de Abona	2019 Tercer trimestre	Tasa variación interperiódica	3.04
San Miguel de Abona	2019 Tercer trimestre	Dato	8227
San Miguel de Abona	2019 Tercer trimestre	Tasa variación anual	0.83
Santa Cruz de Tenerife	2019 Tercer trimestre	Variación anual	2866
Santa Cruz de Tenerife	2019 Tercer trimestre	Variación interperiódica	686
Santa Cruz de Tenerife	2019 Tercer trimestre	Tasa variación interperiódica	0.55
Santa Cruz de Tenerife	2019 Tercer trimestre	Dato	126446
Santa Cruz de Tenerife	2019 Tercer trimestre	Tasa variación anual	2.32
Santa Úrsula	2019 Tercer trimestre	Variación anual	-48
Santa Úrsula	2019 Tercer trimestre	Variación interperiódica	-82
Santa Úrsula	2019 Tercer trimestre	Tasa variación interperiódica	-2.17
Santa Úrsula	2019 Tercer trimestre	Dato	3702
Santa Úrsula	2019 Tercer trimestre	Tasa variación anual	-1.28
Santiago del Teide	2019 Tercer trimestre	Variación anual	-119
Santiago del Teide	2019 Tercer trimestre	Variación interperiódica	46
Santiago del Teide	2019 Tercer trimestre	Tasa variación interperiódica	1.30
Santiago del Teide	2019 Tercer trimestre	Dato	3583
Santiago del Teide	2019 Tercer trimestre	Tasa variación anual	-3.21
El Sauzal	2019 Tercer trimestre	Variación anual	64
El Sauzal	2019 Tercer trimestre	Variación interperiódica	33
El Sauzal	2019 Tercer trimestre	Tasa variación interperiódica	1.81
El Sauzal	2019 Tercer trimestre	Dato	1854
El Sauzal	2019 Tercer trimestre	Tasa variación anual	3.58
Los Silos	2019 Tercer trimestre	Variación anual	-1
Los Silos	2019 Tercer trimestre	Variación interperiódica	23
Los Silos	2019 Tercer trimestre	Tasa variación interperiódica	2.22
