GEOGRAPHICAL	TIME	MEASURE	OBS_VALUE
El Sauzal	2021 Cuarto trimestre	Variación anual	74
El Sauzal	2021 Cuarto trimestre	Variación interperiódica	21
El Sauzal	2021 Cuarto trimestre	Tasa variación interperiódica	6.82
El Sauzal	2021 Cuarto trimestre	Dato	329
El Sauzal	2021 Cuarto trimestre	Tasa variación anual	29.02
Los Silos	2021 Cuarto trimestre	Variación anual	4
Los Silos	2021 Cuarto trimestre	Variación interperiódica	-5
Los Silos	2021 Cuarto trimestre	Tasa variación interperiódica	-4.85
Los Silos	2021 Cuarto trimestre	Dato	98
Los Silos	2021 Cuarto trimestre	Tasa variación anual	4.26
Tacoronte	2021 Cuarto trimestre	Variación anual	105
Tacoronte	2021 Cuarto trimestre	Variación interperiódica	-4
Tacoronte	2021 Cuarto trimestre	Tasa variación interperiódica	-0.62
Tacoronte	2021 Cuarto trimestre	Dato	641
Tacoronte	2021 Cuarto trimestre	Tasa variación anual	19.59
El Tanque	2021 Cuarto trimestre	Variación anual	1
El Tanque	2021 Cuarto trimestre	Variación interperiódica	4
El Tanque	2021 Cuarto trimestre	Tasa variación interperiódica	5.06
El Tanque	2021 Cuarto trimestre	Dato	83
El Tanque	2021 Cuarto trimestre	Tasa variación anual	1.22
Tegueste	2021 Cuarto trimestre	Variación anual	18
Tegueste	2021 Cuarto trimestre	Variación interperiódica	-2
Tegueste	2021 Cuarto trimestre	Tasa variación interperiódica	-0.87
Tegueste	2021 Cuarto trimestre	Dato	229
Tegueste	2021 Cuarto trimestre	Tasa variación anual	8.53
La Victoria de Acentejo	2021 Cuarto trimestre	Variación anual	24
La Victoria de Acentejo	2021 Cuarto trimestre	Variación interperiódica	10
La Victoria de Acentejo	2021 Cuarto trimestre	Tasa variación interperiódica	5.49
La Victoria de Acentejo	2021 Cuarto trimestre	Dato	192
La Victoria de Acentejo	2021 Cuarto trimestre	Tasa variación anual	14.29
Vilaflor de Chasna	2021 Cuarto trimestre	Variación anual	23
Vilaflor de Chasna	2021 Cuarto trimestre	Variación interperiódica	17
Vilaflor de Chasna	2021 Cuarto trimestre	Tasa variación interperiódica	17.00
Vilaflor de Chasna	2021 Cuarto trimestre	Dato	117
Vilaflor de Chasna	2021 Cuarto trimestre	Tasa variación anual	24.47
Adeje	2021 Tercer trimestre	Variación anual	1846
Adeje	2021 Tercer trimestre	Variación interperiódica	2019
Adeje	2021 Tercer trimestre	Tasa variación interperiódica	15.46
Adeje	2021 Tercer trimestre	Dato	15082
Adeje	2021 Tercer trimestre	Tasa variación anual	13.95
Arafo	2021 Tercer trimestre	Variación anual	74
Arafo	2021 Tercer trimestre	Variación interperiódica	115
Arafo	2021 Tercer trimestre	Tasa variación interperiódica	40.49
Arafo	2021 Tercer trimestre	Dato	399
Arafo	2021 Tercer trimestre	Tasa variación anual	22.77
Arico	2021 Tercer trimestre	Variación anual	23
Arico	2021 Tercer trimestre	Variación interperiódica	11
Arico	2021 Tercer trimestre	Tasa variación interperiódica	4.55
Arico	2021 Tercer trimestre	Dato	253
Arico	2021 Tercer trimestre	Tasa variación anual	10.00
Arona	2021 Tercer trimestre	Variación anual	-609
Arona	2021 Tercer trimestre	Variación interperiódica	592
Arona	2021 Tercer trimestre	Tasa variación interperiódica	6.55
Arona	2021 Tercer trimestre	Dato	9624
Arona	2021 Tercer trimestre	Tasa variación anual	-5.95
Buenavista del Norte	2021 Tercer trimestre	Variación anual	2
Buenavista del Norte	2021 Tercer trimestre	Variación interperiódica	8
Buenavista del Norte	2021 Tercer trimestre	Tasa variación interperiódica	2.95
Buenavista del Norte	2021 Tercer trimestre	Dato	279
Buenavista del Norte	2021 Tercer trimestre	Tasa variación anual	0.72
Candelaria	2021 Tercer trimestre	Variación anual	-48
Candelaria	2021 Tercer trimestre	Variación interperiódica	48
Candelaria	2021 Tercer trimestre	Tasa variación interperiódica	5.52
Candelaria	2021 Tercer trimestre	Dato	918
Candelaria	2021 Tercer trimestre	Tasa variación anual	-4.97
Fasnia	2021 Tercer trimestre	Variación anual	1
Fasnia	2021 Tercer trimestre	Variación interperiódica	11
Fasnia	2021 Tercer trimestre	Tasa variación interperiódica	16.18
Fasnia	2021 Tercer trimestre	Dato	79
Fasnia	2021 Tercer trimestre	Tasa variación anual	1.28
Garachico	2021 Tercer trimestre	Variación anual	5
Garachico	2021 Tercer trimestre	Variación interperiódica	14
Garachico	2021 Tercer trimestre	Tasa variación interperiódica	5.45
Garachico	2021 Tercer trimestre	Dato	271
Garachico	2021 Tercer trimestre	Tasa variación anual	1.88
Granadilla de Abona	2021 Tercer trimestre	Variación anual	27
Granadilla de Abona	2021 Tercer trimestre	Variación interperiódica	95
Granadilla de Abona	2021 Tercer trimestre	Tasa variación interperiódica	6.69
Granadilla de Abona	2021 Tercer trimestre	Dato	1515
Granadilla de Abona	2021 Tercer trimestre	Tasa variación anual	1.81
La Guancha	2021 Tercer trimestre	Variación anual	-2
La Guancha	2021 Tercer trimestre	Variación interperiódica	-1
La Guancha	2021 Tercer trimestre	Tasa variación interperiódica	-1.22
La Guancha	2021 Tercer trimestre	Dato	81
La Guancha	2021 Tercer trimestre	Tasa variación anual	-2.41
Guía de Isora	2021 Tercer trimestre	Variación anual	62
Guía de Isora	2021 Tercer trimestre	Variación interperiódica	227
Guía de Isora	2021 Tercer trimestre	Tasa variación interperiódica	11.35
Guía de Isora	2021 Tercer trimestre	Dato	2227
Guía de Isora	2021 Tercer trimestre	Tasa variación anual	2.86
Güímar	2021 Tercer trimestre	Variación anual	2
Güímar	2021 Tercer trimestre	Variación interperiódica	11
Güímar	2021 Tercer trimestre	Tasa variación interperiódica	3.47
Güímar	2021 Tercer trimestre	Dato	328
Güímar	2021 Tercer trimestre	Tasa variación anual	0.61
Icod de los Vinos	2021 Tercer trimestre	Variación anual	48
Icod de los Vinos	2021 Tercer trimestre	Variación interperiódica	17
Icod de los Vinos	2021 Tercer trimestre	Tasa variación interperiódica	3.97
Icod de los Vinos	2021 Tercer trimestre	Dato	445
Icod de los Vinos	2021 Tercer trimestre	Tasa variación anual	12.09
La Matanza de Acentejo	2021 Tercer trimestre	Variación anual	-4
La Matanza de Acentejo	2021 Tercer trimestre	Variación interperiódica	5
La Matanza de Acentejo	2021 Tercer trimestre	Tasa variación interperiódica	1.49
La Matanza de Acentejo	2021 Tercer trimestre	Dato	341
La Matanza de Acentejo	2021 Tercer trimestre	Tasa variación anual	-1.16
La Orotava	2021 Tercer trimestre	Variación anual	34
La Orotava	2021 Tercer trimestre	Variación interperiódica	42
La Orotava	2021 Tercer trimestre	Tasa variación interperiódica	4.32
La Orotava	2021 Tercer trimestre	Dato	1015
La Orotava	2021 Tercer trimestre	Tasa variación anual	3.47
Puerto de La Cruz	2021 Tercer trimestre	Variación anual	-234
Puerto de La Cruz	2021 Tercer trimestre	Variación interperiódica	325
Puerto de La Cruz	2021 Tercer trimestre	Tasa variación interperiódica	7.62
Puerto de La Cruz	2021 Tercer trimestre	Dato	4591
Puerto de La Cruz	2021 Tercer trimestre	Tasa variación anual	-4.85
Los Realejos	2021 Tercer trimestre	Variación anual	-17
Los Realejos	2021 Tercer trimestre	Variación interperiódica	21
Los Realejos	2021 Tercer trimestre	Tasa variación interperiódica	3.12
Los Realejos	2021 Tercer trimestre	Dato	695
Los Realejos	2021 Tercer trimestre	Tasa variación anual	-2.39
El Rosario	2021 Tercer trimestre	Variación anual	-14
El Rosario	2021 Tercer trimestre	Variación interperiódica	9
El Rosario	2021 Tercer trimestre	Tasa variación interperiódica	2.09
El Rosario	2021 Tercer trimestre	Dato	440
El Rosario	2021 Tercer trimestre	Tasa variación anual	-3.08
San Cristóbal de La Laguna	2021 Tercer trimestre	Variación anual	-121
San Cristóbal de La Laguna	2021 Tercer trimestre	Variación interperiódica	281
San Cristóbal de La Laguna	2021 Tercer trimestre	Tasa variación interperiódica	7.13
San Cristóbal de La Laguna	2021 Tercer trimestre	Dato	4223
San Cristóbal de La Laguna	2021 Tercer trimestre	Tasa variación anual	-2.79
San Juan de la Rambla	2021 Tercer trimestre	Variación anual	4
San Juan de la Rambla	2021 Tercer trimestre	Variación interperiódica	0
San Juan de la Rambla	2021 Tercer trimestre	Tasa variación interperiódica	0.00
San Juan de la Rambla	2021 Tercer trimestre	Dato	111
San Juan de la Rambla	2021 Tercer trimestre	Tasa variación anual	3.74
San Miguel de Abona	2021 Tercer trimestre	Variación anual	82
San Miguel de Abona	2021 Tercer trimestre	Variación interperiódica	47
San Miguel de Abona	2021 Tercer trimestre	Tasa variación interperiódica	2.88
San Miguel de Abona	2021 Tercer trimestre	Dato	1680
San Miguel de Abona	2021 Tercer trimestre	Tasa variación anual	5.13
Santa Cruz de Tenerife	2021 Tercer trimestre	Variación anual	-2
Santa Cruz de Tenerife	2021 Tercer trimestre	Variación interperiódica	466
Santa Cruz de Tenerife	2021 Tercer trimestre	Tasa variación interperiódica	7.81
Santa Cruz de Tenerife	2021 Tercer trimestre	Dato	6433
Santa Cruz de Tenerife	2021 Tercer trimestre	Tasa variación anual	-0.03
Santa Úrsula	2021 Tercer trimestre	Variación anual	-68
Santa Úrsula	2021 Tercer trimestre	Variación interperiódica	11
Santa Úrsula	2021 Tercer trimestre	Tasa variación interperiódica	1.95
Santa Úrsula	2021 Tercer trimestre	Dato	574
Santa Úrsula	2021 Tercer trimestre	Tasa variación anual	-10.59
Santiago del Teide	2021 Tercer trimestre	Variación anual	-97
Santiago del Teide	2021 Tercer trimestre	Variación interperiódica	21
Santiago del Teide	2021 Tercer trimestre	Tasa variación interperiódica	1.60
Santiago del Teide	2021 Tercer trimestre	Dato	1332
Santiago del Teide	2021 Tercer trimestre	Tasa variación anual	-6.79
El Sauzal	2021 Tercer trimestre	Variación anual	8
El Sauzal	2021 Tercer trimestre	Variación interperiódica	9
El Sauzal	2021 Tercer trimestre	Tasa variación interperiódica	3.01
El Sauzal	2021 Tercer trimestre	Dato	308
El Sauzal	2021 Tercer trimestre	Tasa variación anual	2.67
Los Silos	2021 Tercer trimestre	Variación anual	10
Los Silos	2021 Tercer trimestre	Variación interperiódica	7
Los Silos	2021 Tercer trimestre	Tasa variación interperiódica	7.29
Los Silos	2021 Tercer trimestre	Dato	103
Los Silos	2021 Tercer trimestre	Tasa variación anual	10.75
Tacoronte	2021 Tercer trimestre	Variación anual	68
Tacoronte	2021 Tercer trimestre	Variación interperiódica	72
Tacoronte	2021 Tercer trimestre	Tasa variación interperiódica	12.57
Tacoronte	2021 Tercer trimestre	Dato	645
Tacoronte	2021 Tercer trimestre	Tasa variación anual	11.79
El Tanque	2021 Tercer trimestre	Variación anual	-5
El Tanque	2021 Tercer trimestre	Variación interperiódica	4
El Tanque	2021 Tercer trimestre	Tasa variación interperiódica	5.33
El Tanque	2021 Tercer trimestre	Dato	79
El Tanque	2021 Tercer trimestre	Tasa variación anual	-5.95
Tegueste	2021 Tercer trimestre	Variación anual	8
Tegueste	2021 Tercer trimestre	Variación interperiódica	18
Tegueste	2021 Tercer trimestre	Tasa variación interperiódica	8.45
Tegueste	2021 Tercer trimestre	Dato	231
Tegueste	2021 Tercer trimestre	Tasa variación anual	3.59
La Victoria de Acentejo	2021 Tercer trimestre	Variación anual	-14
La Victoria de Acentejo	2021 Tercer trimestre	Variación interperiódica	-10
La Victoria de Acentejo	2021 Tercer trimestre	Tasa variación interperiódica	-5.21
La Victoria de Acentejo	2021 Tercer trimestre	Dato	182
La Victoria de Acentejo	2021 Tercer trimestre	Tasa variación anual	-7.14
Vilaflor de Chasna	2021 Tercer trimestre	Variación anual	9
Vilaflor de Chasna	2021 Tercer trimestre	Variación interperiódica	6
Vilaflor de Chasna	2021 Tercer trimestre	Tasa variación interperiódica	6.38
Vilaflor de Chasna	2021 Tercer trimestre	Dato	100
Vilaflor de Chasna	2021 Tercer trimestre	Tasa variación anual	9.89
Adeje	2021 Segundo trimestre	Variación anual	-748
Adeje	2021 Segundo trimestre	Variación interperiódica	322
Adeje	2021 Segundo trimestre	Tasa variación interperiódica	2.53
Adeje	2021 Segundo trimestre	Dato	13063
Adeje	2021 Segundo trimestre	Tasa variación anual	-5.42
Arafo	2021 Segundo trimestre	Variación anual	59
Arafo	2021 Segundo trimestre	Variación interperiódica	-71
Arafo	2021 Segundo trimestre	Tasa variación interperiódica	-20.00
Arafo	2021 Segundo trimestre	Dato	284
Arafo	2021 Segundo trimestre	Tasa variación anual	26.22
Arico	2021 Segundo trimestre	Variación anual	36
Arico	2021 Segundo trimestre	Variación interperiódica	9
Arico	2021 Segundo trimestre	Tasa variación interperiódica	3.86
Arico	2021 Segundo trimestre	Dato	242
Arico	2021 Segundo trimestre	Tasa variación anual	17.48
Arona	2021 Segundo trimestre	Variación anual	-1140
Arona	2021 Segundo trimestre	Variación interperiódica	-37
Arona	2021 Segundo trimestre	Tasa variación interperiódica	-0.41
Arona	2021 Segundo trimestre	Dato	9032
Arona	2021 Segundo trimestre	Tasa variación anual	-11.21
Buenavista del Norte	2021 Segundo trimestre	Variación anual	6
Buenavista del Norte	2021 Segundo trimestre	Variación interperiódica	14
Buenavista del Norte	2021 Segundo trimestre	Tasa variación interperiódica	5.45
Buenavista del Norte	2021 Segundo trimestre	Dato	271
Buenavista del Norte	2021 Segundo trimestre	Tasa variación anual	2.26
Candelaria	2021 Segundo trimestre	Variación anual	-111
Candelaria	2021 Segundo trimestre	Variación interperiódica	10
Candelaria	2021 Segundo trimestre	Tasa variación interperiódica	1.16
Candelaria	2021 Segundo trimestre	Dato	870
Candelaria	2021 Segundo trimestre	Tasa variación anual	-11.31
Fasnia	2021 Segundo trimestre	Variación anual	-8
Fasnia	2021 Segundo trimestre	Variación interperiódica	-16
Fasnia	2021 Segundo trimestre	Tasa variación interperiódica	-19.05
Fasnia	2021 Segundo trimestre	Dato	68
Fasnia	2021 Segundo trimestre	Tasa variación anual	-10.53
Garachico	2021 Segundo trimestre	Variación anual	14
Garachico	2021 Segundo trimestre	Variación interperiódica	14
Garachico	2021 Segundo trimestre	Tasa variación interperiódica	5.76
Garachico	2021 Segundo trimestre	Dato	257
Garachico	2021 Segundo trimestre	Tasa variación anual	5.76
Granadilla de Abona	2021 Segundo trimestre	Variación anual	-11
Granadilla de Abona	2021 Segundo trimestre	Variación interperiódica	19
Granadilla de Abona	2021 Segundo trimestre	Tasa variación interperiódica	1.36
Granadilla de Abona	2021 Segundo trimestre	Dato	1420
Granadilla de Abona	2021 Segundo trimestre	Tasa variación anual	-0.77
La Guancha	2021 Segundo trimestre	Variación anual	4
La Guancha	2021 Segundo trimestre	Variación interperiódica	17
La Guancha	2021 Segundo trimestre	Tasa variación interperiódica	26.15
La Guancha	2021 Segundo trimestre	Dato	82
La Guancha	2021 Segundo trimestre	Tasa variación anual	5.13
Guía de Isora	2021 Segundo trimestre	Variación anual	-169
Guía de Isora	2021 Segundo trimestre	Variación interperiódica	4
Guía de Isora	2021 Segundo trimestre	Tasa variación interperiódica	0.20
Guía de Isora	2021 Segundo trimestre	Dato	2000
Guía de Isora	2021 Segundo trimestre	Tasa variación anual	-7.79
Güímar	2021 Segundo trimestre	Variación anual	2
Güímar	2021 Segundo trimestre	Variación interperiódica	16
Güímar	2021 Segundo trimestre	Tasa variación interperiódica	5.32
Güímar	2021 Segundo trimestre	Dato	317
Güímar	2021 Segundo trimestre	Tasa variación anual	0.63
Icod de los Vinos	2021 Segundo trimestre	Variación anual	40
Icod de los Vinos	2021 Segundo trimestre	Variación interperiódica	35
Icod de los Vinos	2021 Segundo trimestre	Tasa variación interperiódica	8.91
Icod de los Vinos	2021 Segundo trimestre	Dato	428
Icod de los Vinos	2021 Segundo trimestre	Tasa variación anual	10.31
La Matanza de Acentejo	2021 Segundo trimestre	Variación anual	-8
La Matanza de Acentejo	2021 Segundo trimestre	Variación interperiódica	8
La Matanza de Acentejo	2021 Segundo trimestre	Tasa variación interperiódica	2.44
La Matanza de Acentejo	2021 Segundo trimestre	Dato	336
La Matanza de Acentejo	2021 Segundo trimestre	Tasa variación anual	-2.33
La Orotava	2021 Segundo trimestre	Variación anual	16
La Orotava	2021 Segundo trimestre	Variación interperiódica	3
La Orotava	2021 Segundo trimestre	Tasa variación interperiódica	0.31
La Orotava	2021 Segundo trimestre	Dato	973
La Orotava	2021 Segundo trimestre	Tasa variación anual	1.67
Puerto de La Cruz	2021 Segundo trimestre	Variación anual	-644
Puerto de La Cruz	2021 Segundo trimestre	Variación interperiódica	173
Puerto de La Cruz	2021 Segundo trimestre	Tasa variación interperiódica	4.23
Puerto de La Cruz	2021 Segundo trimestre	Dato	4266
Puerto de La Cruz	2021 Segundo trimestre	Tasa variación anual	-13.12
Los Realejos	2021 Segundo trimestre	Variación anual	-63
Los Realejos	2021 Segundo trimestre	Variación interperiódica	19
Los Realejos	2021 Segundo trimestre	Tasa variación interperiódica	2.90
Los Realejos	2021 Segundo trimestre	Dato	674
Los Realejos	2021 Segundo trimestre	Tasa variación anual	-8.55
El Rosario	2021 Segundo trimestre	Variación anual	10
El Rosario	2021 Segundo trimestre	Variación interperiódica	5
El Rosario	2021 Segundo trimestre	Tasa variación interperiódica	1.17
El Rosario	2021 Segundo trimestre	Dato	431
El Rosario	2021 Segundo trimestre	Tasa variación anual	2.38
San Cristóbal de La Laguna	2021 Segundo trimestre	Variación anual	-229
San Cristóbal de La Laguna	2021 Segundo trimestre	Variación interperiódica	2
San Cristóbal de La Laguna	2021 Segundo trimestre	Tasa variación interperiódica	0.05
San Cristóbal de La Laguna	2021 Segundo trimestre	Dato	3942
San Cristóbal de La Laguna	2021 Segundo trimestre	Tasa variación anual	-5.49
San Juan de la Rambla	2021 Segundo trimestre	Variación anual	13
San Juan de la Rambla	2021 Segundo trimestre	Variación interperiódica	10
San Juan de la Rambla	2021 Segundo trimestre	Tasa variación interperiódica	9.90
San Juan de la Rambla	2021 Segundo trimestre	Dato	111
San Juan de la Rambla	2021 Segundo trimestre	Tasa variación anual	13.27
San Miguel de Abona	2021 Segundo trimestre	Variación anual	-21
San Miguel de Abona	2021 Segundo trimestre	Variación interperiódica	-104
San Miguel de Abona	2021 Segundo trimestre	Tasa variación interperiódica	-5.99
San Miguel de Abona	2021 Segundo trimestre	Dato	1633
San Miguel de Abona	2021 Segundo trimestre	Tasa variación anual	-1.27
Santa Cruz de Tenerife	2021 Segundo trimestre	Variación anual	-491
Santa Cruz de Tenerife	2021 Segundo trimestre	Variación interperiódica	-87
Santa Cruz de Tenerife	2021 Segundo trimestre	Tasa variación interperiódica	-1.44
Santa Cruz de Tenerife	2021 Segundo trimestre	Dato	5967
Santa Cruz de Tenerife	2021 Segundo trimestre	Tasa variación anual	-7.60
Santa Úrsula	2021 Segundo trimestre	Variación anual	-58
Santa Úrsula	2021 Segundo trimestre	Variación interperiódica	-5
Santa Úrsula	2021 Segundo trimestre	Tasa variación interperiódica	-0.88
Santa Úrsula	2021 Segundo trimestre	Dato	563
Santa Úrsula	2021 Segundo trimestre	Tasa variación anual	-9.34
Santiago del Teide	2021 Segundo trimestre	Variación anual	-153
Santiago del Teide	2021 Segundo trimestre	Variación interperiódica	-4
Santiago del Teide	2021 Segundo trimestre	Tasa variación interperiódica	-0.30
Santiago del Teide	2021 Segundo trimestre	Dato	1311
Santiago del Teide	2021 Segundo trimestre	Tasa variación anual	-10.45
El Sauzal	2021 Segundo trimestre	Variación anual	-1
El Sauzal	2021 Segundo trimestre	Variación interperiódica	12
El Sauzal	2021 Segundo trimestre	Tasa variación interperiódica	4.18
El Sauzal	2021 Segundo trimestre	Dato	299
El Sauzal	2021 Segundo trimestre	Tasa variación anual	-0.33
Los Silos	2021 Segundo trimestre	Variación anual	7
Los Silos	2021 Segundo trimestre	Variación interperiódica	2
Los Silos	2021 Segundo trimestre	Tasa variación interperiódica	2.13
Los Silos	2021 Segundo trimestre	Dato	96
Los Silos	2021 Segundo trimestre	Tasa variación anual	7.87
Tacoronte	2021 Segundo trimestre	Variación anual	31
Tacoronte	2021 Segundo trimestre	Variación interperiódica	17
Tacoronte	2021 Segundo trimestre	Tasa variación interperiódica	3.06
Tacoronte	2021 Segundo trimestre	Dato	573
Tacoronte	2021 Segundo trimestre	Tasa variación anual	5.72
El Tanque	2021 Segundo trimestre	Variación anual	-8
El Tanque	2021 Segundo trimestre	Variación interperiódica	-4
El Tanque	2021 Segundo trimestre	Tasa variación interperiódica	-5.06
El Tanque	2021 Segundo trimestre	Dato	75
El Tanque	2021 Segundo trimestre	Tasa variación anual	-9.64
Tegueste	2021 Segundo trimestre	Variación anual	-5
Tegueste	2021 Segundo trimestre	Variación interperiódica	1
Tegueste	2021 Segundo trimestre	Tasa variación interperiódica	0.47
Tegueste	2021 Segundo trimestre	Dato	213
Tegueste	2021 Segundo trimestre	Tasa variación anual	-2.29
La Victoria de Acentejo	2021 Segundo trimestre	Variación anual	-4
La Victoria de Acentejo	2021 Segundo trimestre	Variación interperiódica	6
La Victoria de Acentejo	2021 Segundo trimestre	Tasa variación interperiódica	3.23
La Victoria de Acentejo	2021 Segundo trimestre	Dato	192
La Victoria de Acentejo	2021 Segundo trimestre	Tasa variación anual	-2.04
Vilaflor de Chasna	2021 Segundo trimestre	Variación anual	-14
Vilaflor de Chasna	2021 Segundo trimestre	Variación interperiódica	4
Vilaflor de Chasna	2021 Segundo trimestre	Tasa variación interperiódica	4.44
Vilaflor de Chasna	2021 Segundo trimestre	Dato	94
Vilaflor de Chasna	2021 Segundo trimestre	Tasa variación anual	-12.96
Adeje	2021 Primer trimestre	Variación anual	-1064
Adeje	2021 Primer trimestre	Variación interperiódica	16
Adeje	2021 Primer trimestre	Tasa variación interperiódica	0.13
Adeje	2021 Primer trimestre	Dato	12741
Adeje	2021 Primer trimestre	Tasa variación anual	-7.71
Arafo	2021 Primer trimestre	Variación anual	46
Arafo	2021 Primer trimestre	Variación interperiódica	43
Arafo	2021 Primer trimestre	Tasa variación interperiódica	13.78
Arafo	2021 Primer trimestre	Dato	355
Arafo	2021 Primer trimestre	Tasa variación anual	14.89
Arico	2021 Primer trimestre	Variación anual	30
Arico	2021 Primer trimestre	Variación interperiódica	17
Arico	2021 Primer trimestre	Tasa variación interperiódica	7.87
Arico	2021 Primer trimestre	Dato	233
Arico	2021 Primer trimestre	Tasa variación anual	14.78
Arona	2021 Primer trimestre	Variación anual	-1078
Arona	2021 Primer trimestre	Variación interperiódica	-980
Arona	2021 Primer trimestre	Tasa variación interperiódica	-9.75
Arona	2021 Primer trimestre	Dato	9069
Arona	2021 Primer trimestre	Tasa variación anual	-10.62
Buenavista del Norte	2021 Primer trimestre	Variación anual	0
Buenavista del Norte	2021 Primer trimestre	Variación interperiódica	-2
Buenavista del Norte	2021 Primer trimestre	Tasa variación interperiódica	-0.77
Buenavista del Norte	2021 Primer trimestre	Dato	257
Buenavista del Norte	2021 Primer trimestre	Tasa variación anual	0.00
Candelaria	2021 Primer trimestre	Variación anual	-39
Candelaria	2021 Primer trimestre	Variación interperiódica	-3
Candelaria	2021 Primer trimestre	Tasa variación interperiódica	-0.35
Candelaria	2021 Primer trimestre	Dato	860
Candelaria	2021 Primer trimestre	Tasa variación anual	-4.34
Fasnia	2021 Primer trimestre	Variación anual	9
Fasnia	2021 Primer trimestre	Variación interperiódica	5
Fasnia	2021 Primer trimestre	Tasa variación interperiódica	6.33
Fasnia	2021 Primer trimestre	Dato	84
Fasnia	2021 Primer trimestre	Tasa variación anual	12.00
Garachico	2021 Primer trimestre	Variación anual	14
Garachico	2021 Primer trimestre	Variación interperiódica	3
Garachico	2021 Primer trimestre	Tasa variación interperiódica	1.25
Garachico	2021 Primer trimestre	Dato	243
Garachico	2021 Primer trimestre	Tasa variación anual	6.11
Granadilla de Abona	2021 Primer trimestre	Variación anual	-21
Granadilla de Abona	2021 Primer trimestre	Variación interperiódica	3
Granadilla de Abona	2021 Primer trimestre	Tasa variación interperiódica	0.21
Granadilla de Abona	2021 Primer trimestre	Dato	1401
Granadilla de Abona	2021 Primer trimestre	Tasa variación anual	-1.48
La Guancha	2021 Primer trimestre	Variación anual	-13
La Guancha	2021 Primer trimestre	Variación interperiódica	-16
La Guancha	2021 Primer trimestre	Tasa variación interperiódica	-19.75
La Guancha	2021 Primer trimestre	Dato	65
La Guancha	2021 Primer trimestre	Tasa variación anual	-16.67
Guía de Isora	2021 Primer trimestre	Variación anual	-46
Guía de Isora	2021 Primer trimestre	Variación interperiódica	-120
Guía de Isora	2021 Primer trimestre	Tasa variación interperiódica	-5.67
Guía de Isora	2021 Primer trimestre	Dato	1996
Guía de Isora	2021 Primer trimestre	Tasa variación anual	-2.25
Güímar	2021 Primer trimestre	Variación anual	4
Güímar	2021 Primer trimestre	Variación interperiódica	3
Güímar	2021 Primer trimestre	Tasa variación interperiódica	1.01
Güímar	2021 Primer trimestre	Dato	301
Güímar	2021 Primer trimestre	Tasa variación anual	1.35
Icod de los Vinos	2021 Primer trimestre	Variación anual	19
Icod de los Vinos	2021 Primer trimestre	Variación interperiódica	15
Icod de los Vinos	2021 Primer trimestre	Tasa variación interperiódica	3.97
Icod de los Vinos	2021 Primer trimestre	Dato	393
Icod de los Vinos	2021 Primer trimestre	Tasa variación anual	5.08
La Matanza de Acentejo	2021 Primer trimestre	Variación anual	-2
La Matanza de Acentejo	2021 Primer trimestre	Variación interperiódica	23
La Matanza de Acentejo	2021 Primer trimestre	Tasa variación interperiódica	7.54
La Matanza de Acentejo	2021 Primer trimestre	Dato	328
La Matanza de Acentejo	2021 Primer trimestre	Tasa variación anual	-0.61
La Orotava	2021 Primer trimestre	Variación anual	34
La Orotava	2021 Primer trimestre	Variación interperiódica	3
La Orotava	2021 Primer trimestre	Tasa variación interperiódica	0.31
La Orotava	2021 Primer trimestre	Dato	970
La Orotava	2021 Primer trimestre	Tasa variación anual	3.63
Puerto de La Cruz	2021 Primer trimestre	Variación anual	-890
Puerto de La Cruz	2021 Primer trimestre	Variación interperiódica	-182
Puerto de La Cruz	2021 Primer trimestre	Tasa variación interperiódica	-4.26
Puerto de La Cruz	2021 Primer trimestre	Dato	4093
Puerto de La Cruz	2021 Primer trimestre	Tasa variación anual	-17.86
Los Realejos	2021 Primer trimestre	Variación anual	-82
Los Realejos	2021 Primer trimestre	Variación interperiódica	-25
Los Realejos	2021 Primer trimestre	Tasa variación interperiódica	-3.68
Los Realejos	2021 Primer trimestre	Dato	655
Los Realejos	2021 Primer trimestre	Tasa variación anual	-11.13
El Rosario	2021 Primer trimestre	Variación anual	32
El Rosario	2021 Primer trimestre	Variación interperiódica	-10
El Rosario	2021 Primer trimestre	Tasa variación interperiódica	-2.29
El Rosario	2021 Primer trimestre	Dato	426
El Rosario	2021 Primer trimestre	Tasa variación anual	8.12
San Cristóbal de La Laguna	2021 Primer trimestre	Variación anual	-166
San Cristóbal de La Laguna	2021 Primer trimestre	Variación interperiódica	-62
San Cristóbal de La Laguna	2021 Primer trimestre	Tasa variación interperiódica	-1.55
San Cristóbal de La Laguna	2021 Primer trimestre	Dato	3940
San Cristóbal de La Laguna	2021 Primer trimestre	Tasa variación anual	-4.04
San Juan de la Rambla	2021 Primer trimestre	Variación anual	11
San Juan de la Rambla	2021 Primer trimestre	Variación interperiódica	4
San Juan de la Rambla	2021 Primer trimestre	Tasa variación interperiódica	4.12
San Juan de la Rambla	2021 Primer trimestre	Dato	101
San Juan de la Rambla	2021 Primer trimestre	Tasa variación anual	12.22
San Miguel de Abona	2021 Primer trimestre	Variación anual	-32
San Miguel de Abona	2021 Primer trimestre	Variación interperiódica	-12
San Miguel de Abona	2021 Primer trimestre	Tasa variación interperiódica	-0.69
San Miguel de Abona	2021 Primer trimestre	Dato	1737
San Miguel de Abona	2021 Primer trimestre	Tasa variación anual	-1.81
Santa Cruz de Tenerife	2021 Primer trimestre	Variación anual	-565
