actividad_tipo,nombre,tipo_via_codigo,tipo_via_descripcion,direccion_nombre_via,direccion_numero,direccion_codigo_postal,municipio_codigo,municipio_nombre,referencia,web,email,telefono,fax,longitud,latitud,fecha_creacion,fecha_actualizacion
hogar muebles electrodomesticos decoracion,El Arcon,CL,Calle,El Casino,23,38280,38046,Tegueste,,,chilonamona@yahoo.es,922546436.0,,-16.3391,28.52312899,2016-05-09T12:45:15.374000,2016-07-12T07:24:22.246000
moda complementos,El armarito de Anfer's,CL,Calle,Herradores,98,38201,38023,La Laguna,,,,,,-16.31925928,28.48959257,2021-06-08T10:09:02.163000,2021-06-08T10:09:02.163000
comercio otro tipo,El Artesano,CL,Calle,Herradores,44,38201,38023,La Laguna,,,,,,-16.31606485,28.48761023,2021-06-08T10:09:02.163000,2021-06-08T10:09:02.163000
artesania y productos tradicionales,El Artesano,PS,Paseo,Picacho,5,38612,38017,Granadilla de Abona,El Medano Ed Tio Claudio,,,922179861.0,,-16.53767029,28.04419994,2016-05-09T12:45:15.374000,2018-05-21T12:33:57.961000
moda complementos infantil,El Avion de papel,Av,Avenida,Canarias,4,38410,38031,Los Realejos,,,,650033726.0,,-16.5840875,28.3810429,2023-10-18T12:08:17.876000,2023-10-18T12:08:17.876000
artesania y productos tradicionales,El Banar,CL,Calle,Esteban de Ponte,6,38450,38015,Garachico,,,aldabarroso@hotmail.com,922831030.0,,-16.76553401,28.37279224,2016-05-09T12:45:15,2018-03-16T14:16:13.111000
bazar multitienda estanco,El Baratillo,CL,Calle,Alferez Bertran de Lis,47,38500,38020,Güimar,,,valdiviaajorge@hotmail.es,607562833.0,,-16.410482,28.32156199,2016-05-09T12:45:15.374000,2015-08-04T10:57:05.185000
hogar muebles electrodomesticos decoracion,El Baul de la Abuela,CL,Calle,Marques de Celada,34,38202,38023,La Laguna,,www.facebook.com/elbauldeabuela,anticuarioelbaul@gmail.com,629961000.0,,-16.32217992,28.49056524,2016-06-01T09:37:02.677000,2016-06-01T09:37:02.677000
bazar multitienda estanco,El Bazar,CL,Calle,Marques de Bajamar,15,38320,38023,La Laguna,La Cuesta,,,922680112.0,,-16.28755811,28.47263193,2017-02-01T09:52:00,2017-02-01T09:52:00
bazar multitienda estanco,El Boom De La Fiesta,CL,Calle,El Calvario,98,38360,38041,El Sauzal,,,pirotecnia@elboomdelafiesta.com,922561104.0,922561104,-16.42631111,28.48233332,2016-05-09T12:45:15.374000,2016-06-13T10:24:04.657000
libreria papeleria discoteca,El Bosque Prohibido,CL,Calle,Luciano Ramos Diaz,6,38204,38023,La Laguna,,,,822044218.0,,-16.31759394,28.48535471,2016-05-09T12:45:15,2016-06-15T12:18:36
bazar multitienda estanco,El Boton,AV,Avenida,Santa Cruz,71,38611,38017,Granadilla de Abona,San Isidro Lc 1,,el-boton@terra.com,922390622.0,,-16.558517,28.08026399,2016-05-09T12:45:15.374000,2016-06-13T09:49:11.927000
bazar multitienda estanco,El Buda Bazar Zen,AV,Avenida,Los Majuelos,87,38107,38038,Santa Cruz de Tenerife,La Gallega,,elbuda_bazarzen@hotmail.com,633492692.0,,-16.3203667,28.43246554,2016-05-09T12:45:15.374000,2016-05-12T07:50:08.367000
bazar multitienda estanco,El Buho,CL,Calle,La Rosa,32,38001,38038,Santa Cruz de Tenerife,,,,699588701.0,,-16.249525,28.47113999,2016-05-09T12:45:15.374000,2016-06-13T10:28:56.444000
comercio otro tipo,El Cabezo,CL,Calle,Garcia Osorio,4,38612,38017,Granadilla de Abona,El Medano,,,922176701.0,,-16.53871053,28.04525537,2016-05-09T12:45:15.374000,2015-08-04T11:59:37.153000
comercio otro tipo,El Cabo,CR,Carretera,General TF 28 Sur,3,38107,38038,Santa Cruz de Tenerife,Taco CC Concorde,,,922615605.0,,-16.300332,28.44425499,2016-05-09T12:45:15.374000,2018-05-29T10:30:57.660000
comercio otro tipo,El Cantero de Guimar,CL,Calle,Santo Domingo,31,38500,38020,Güimar,,,,922103403.0,,-16.411702,28.31334572,2016-05-09T12:45:15.374000,2015-08-04T10:57:05.185000
articulos deportivos,El Cardumen,CR,Carretera,General TF 16 Tacoronte Tejina,47,38350,38043,Tacoronte,,,,922564525.0,,-16.4118012,28.48018104,2016-05-09T12:45:15.374000,2015-08-04T13:42:46.792000
comercio otro tipo,El Cinematografo,CL,Calle,Bethencourt Alfonso,34,38002,38038,Santa Cruz de Tenerife,Ed Tarajal,www.impulsorecords.com,,922270889.0,,-16.2505184,28.46758716,2022-04-22T12:09:52.592000,2022-04-22T12:09:52.592000
comercio otro tipo,El Corta Precio,AV,Avenida,Reina Sofia,4,38687,38019,Guía de Isora,Playa de San Juan,,,922138028.0,,-16.81652228,28.18311233,2016-05-09T12:45:15.374000,2019-04-12T11:56:11.551000
centro comercial hogar moda,El Corte Ingles,AV,Avenida,Tres de Mayo,5,38003,38038,Santa Cruz de Tenerife,CC El Corte Ingles,www.elcorteingles.es,,922849400.0,922294572,-16.254192,28.45911899,2016-05-09T12:45:15.374000,2016-04-25T14:59:02.380000
centro comercial hogar moda,El Corte Ingles,PG,Polígono,Industrial Valle de Guimar,0,38509,38020,Güimar,PG GUIMAR MZ 27 PARC 1,www.elcorteingles.es,,922583410.0,922506044,-16.3685361,28.32838045,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
centro comercial hogar moda,El Corte Ingles Centro de Oportunidades,AU,"Autopista, autovía",Enlace TF 2 Norte Sur,0,38108,38023,La Laguna,Pq Comercial La Laguna,www.elcorteingles.es,,922821961.0,922821961,-16.30537638,28.45971591,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
hogar muebles electrodomesticos decoracion,El Corte Ingles Ourlet,CL,Calle,Molinos de Gofio,2,38312,38026,La Orotava,CC El Trompo,,,0.0,,-16.54990724,28.39453932,2016-05-09T12:45:15.374000,2017-03-03T12:07:33.435000
hogar textil,El Cortinazo,CL,Calle,Obispo Perez Caceres,6,38006,38038,Santa Cruz de Tenerife,,,,922283366.0,,-16.26465307,28.46828683,2016-05-09T12:45:15.374000,2016-06-22T14:00:56.261000
hogar textil,El Cortinazo,CL,Calle,El Cedro,1,38108,38023,La Laguna,Los Andenes,,,,,-16.3039738,28.44750701,2016-05-09T12:45:15.374000,2016-06-22T14:00:56.261000
tabaqueria licoreria,El Corujo,CL,Calle,Bethencourt Alfonso,20,38002,38038,Santa Cruz de Tenerife,,,,695444421.0,,-16.2495905,28.46754573,2016-05-09T12:45:15.374000,2017-12-01T12:24:16.861000
comercio otro tipo,El Culturista,CR,Carretera,General TF 152 Norte,17,38360,38041,El Sauzal,Lc 5,,,922563788.0,,-16.41888889,28.47475832,2016-05-09T12:45:15.374000,2016-06-27T11:45:20.130000
telefonia,El Chef del Movil,Pz,"Plaza, plazoleta",San Sebastian,5,38480,38010,Buenavista del Norte,Esq,,elchefdelmovil@gmail.com,722200208.0,,-16.85009528,28.37038885,2023-10-18T12:08:17.876000,2023-10-18T12:08:17.876000
bazar multitienda estanco,El Chinchalito de Ocio,AV,Avenida,Jose Manuel Guimera,0,38003,38038,Santa Cruz de Tenerife,Mercado Nuestra Señora de Africa Rambla Azul Lc 18,,,,,-16.25129042,28.4629369,2016-05-09T12:45:15,2018-01-31T08:59:41
bazar multitienda estanco,El Chollo,AV,Avenida,Los Menceyes,313,38320,38023,La Laguna,,,,822041156.0,,-16.29012294,28.46918274,2021-06-08T10:09:02.163000,2021-06-08T10:09:02.163000
bazar multitienda estanco,El Chollo,CL,Calle,El Puente,25,38205,38023,La Laguna,La Verdellada,,,,,-16.31058952,28.4795096,2016-05-09T12:45:15,2015-08-04T14:00:57
bazar multitienda estanco,El Dedal,CR,Carretera,General TF 28 Sur,186,38626,38006,Arona,Valle San Lorenzo,,,0.0,0,-16.6621956,28.08909724,2016-05-09T12:45:15.374000,2015-08-04T12:31:10.347000
merceria textil,El Dedal de Oro,CR,Carretera,General TF 152 Norte,36,38350,38043,Tacoronte,La Estacion Ed Visital,www.facebook.com/Merceriaeldedaldeoro,,922570278.0,,-16.415736,28.47622378,2016-05-09T12:45:15.374000,2015-08-04T13:42:46.792000
comercio otro tipo,El Desvan de Bego,GL,Glorieta,Pedro de Mendoza,1,38005,38038,Santa Cruz de Tenerife,Ed La Rotonda,,eldesvandebego@gmail.com,922212041.0,,-16.25660793,28.4604074,2016-05-09T12:45:15.374000,2018-03-09T12:11:36.649000
compraventa productos segunda mano,El Desvan de Lucia,CL,Calle,Princesa Ifara,5,38611,38017,Granadilla de Abona,San Isidro,www.eldesvandelucia.com,clientes@eldesvandelucia.com,616277557.0,922395033,-16.55709427,28.07718935,2017-04-28T09:35:09.012000,2017-04-28T09:35:09.012000
moda complementos,El Desvan de Pili y Mili,CL,Calle,El Perdon,12,38006,38038,Santa Cruz de Tenerife,,www.piliymili.es,desvandepiliymili@gmail.com,606420105.0,,-16.26109382,28.46977635,2016-05-09T12:45:15.374000,2016-06-27T11:45:20.130000
comercio otro tipo,El Donque,CL,Calle,Jorge Manrique,1,38005,38038,Santa Cruz de Tenerife,Ed Don Quijote,,,922203618.0,,-16.26037,28.46122699,2016-05-09T12:45:15.374000,2017-05-18T11:06:44.393000
moda complementos infantil,El Duende del Parque,CL,Calle,Puerto Escondido,3,38002,38038,Santa Cruz de Tenerife,Lc 10,www.elduendedelparque.com,info@elduendedelparque.com,922289185.0,922289185,-16.25122999,28.46928493,2016-05-09T12:45:15.374000,2022-04-22T13:23:10.741000
bazar multitienda estanco,El Estanquito de Erin,CL,Calle,Princesa Dacil,40,38008,38038,Santa Cruz de Tenerife,Bo Salud,,,,,-16.27015879,28.46958506,2016-05-09T12:45:15.374000,2017-10-25T15:01:13.745000
moda complementos,El Ganso,CL,Calle,Del Castillo,19,38002,38038,Santa Cruz de Tenerife,,www.elganso.com,tenerife@elganso.com,822175734.0,,-16.2504268,28.46694141,2022-04-22T12:09:52.592000,2022-04-22T12:09:52.592000
comercio otro tipo,El Girasol,AV,Avenida,Santa Cruz,66,38611,38017,Granadilla de Abona,San Isidro CC Atogo Lc 06,,,922392479.0,,-16.559106,28.07985099,2016-05-09T12:45:15.374000,2016-11-29T10:10:04.174000
bazar multitienda estanco,El Gloton,CL,Calle,Ismael Dominguez,2,38350,38043,Tacoronte,,,,626188779.0,,-16.41644095,28.47631462,2016-07-12T14:08:47.390000,2016-07-12T14:08:47.390000
comercio otro tipo,El Granero,AV,Avenida,Pedro Guerra Cabrera,126,38500,38020,Güimar,,,,,,-16.413099,28.30840099,2016-05-09T12:45:15.374000,2015-08-04T10:57:05.185000
comercio otro tipo,El Grifo Verde,CL,Calle,Nuñez de la Peña,37,38202,38023,La Laguna,,,info@elgrifoverde.com,922262933.0,,-16.31917077,28.48720119,2021-06-08T10:09:02.163000,2021-06-08T10:09:02.163000
articulos deportivos,El Guru del Pescador,Av,Avenida,Canarias,14,38410,38031,Los Realejos,A,www.elgurudelpescador.es,,,,-16.58371408,28.38602529,2023-10-18T12:08:17.876000,2023-10-18T12:08:17.876000
bazar multitienda estanco,El Hilo,AV,Avenida,Los Pescadores,37,38686,38019,Guía de Isora,Alcala Lc 2,,,0.0,,-16.82766822,28.20179584,2016-05-09T12:45:15.374000,2017-06-08T09:19:04.880000
bazar multitienda estanco,El Hogar de Regalitos,AV,Avenida,Venezuela,4,38007,38038,Santa Cruz de Tenerife,,,,922206425.0,,-16.27022141,28.46643497,2016-05-09T12:45:15,2017-06-13T10:37:42.022000
articulos deportivos,El Hogar del Campista,Cr,Carretera,General TF 333 La Zamora,152,38419,38031,Los Realejos,,www.elhogardelcampista.es,info@elhogardelcampista.es,,,-16.56576307,28.38598746,2023-10-18T12:08:17.876000,2023-10-18T12:08:17.876000
moda complementos,El Inka,AV,Avenida,Bruselas,20,38660,38001,Adeje,Fañabe CC Fañabe Plaza Lc 014,,wderoeck35@gmail.com,922714272.0,,-16.73291807,28.08652397,2016-05-09T12:45:15.374000,2016-10-19T11:22:42.672000
floristeria,El Jardin del Norte,CR,Carretera,General TF 82 Icod Guia de Isora,42,38459,38015,Garachico,San Juan del Reparo,,,922830141.0,,-16.760935,28.36310999,2016-05-09T12:45:15.374000,2016-08-17T09:36:24.748000
hogar textil,El Kilo,CL,Calle,Quevedo,1,38005,38038,Santa Cruz de Tenerife,Ed Temasu,,,822012238.0,,-16.257315,28.46160299,2016-05-09T12:45:15.374000,2015-11-09T10:11:05.952000
merceria textil,El Kilo,Av,Avenida,Tres de Mayo,8,38410,38031,Los Realejos,,,,922986619.0,,-16.58477114,28.38127043,2023-10-18T12:08:17.876000,2023-10-18T12:08:17.876000
hogar textil,El Kilo,CL,Calle,Mercado,2,38360,38041,El Sauzal,Mercado Municipal,,,922563664.0,,-16.43366667,28.48020832,2016-05-09T12:45:15.374000,2016-03-09T10:29:15.652000
hogar textil,El Kilo,CL,Calle,La Arena,17,38631,38006,Arona,Las Galletas,,,0.0,0,-16.6551274,28.00816413,2016-05-09T12:45:15.374000,2015-08-04T12:36:55.984000
hogar muebles electrodomesticos decoracion,El Kilo,Av,Avenida,Tres de Mayo,10,38410,38031,Los Realejos,,,,922986619.0,,-16.58475838,28.38132145,2023-10-18T12:08:17.876000,2023-10-18T12:08:17.876000
hogar textil,El Kilo,CL,Calle,Heraclio Sanchez,8,38204,38023,La Laguna,,,,922258347.0,,-16.31548952,28.48654431,2021-06-08T10:09:02.163000,2021-06-08T10:09:02.163000
hogar textil,El Kilo,AV,Avenida,Tres de Mayo,8,38410,38031,Los Realejos,Realejo Alto,,,922342356.0,,-16.58504999,28.38129999,2016-05-09T12:45:15.374000,2015-08-04T13:18:21.764000
hogar textil,El Kilo,AV,Avenida,Isora,24,36680,38019,Guía de Isora,Guia de Isora,,elkiloguia@gmail.com,922851020.0,629268350,-16.77982621,28.20867384,2016-05-09T12:45:15.374000,2019-04-12T11:56:11.551000
hogar textil,El Kilo - La Camella,CR,Carretera,General TF 28 Sur,28,38627,38006,Arona,La Camella,,escribeme72@hotmail.com,922720199.0,922720810,-16.68040308,28.07917287,2016-05-09T12:45:15.374000,2015-08-04T12:32:00.097000
hogar textil,El Kilo - Las Galletas,CL,Calle,La Arena,4,38631,38006,Arona,Las Galletas,,elkilolaschafiras@hotmail.com,922785646.0,922784286,-16.65401147,28.00849372,2016-05-09T12:45:15.374000,2015-08-04T12:36:55.984000
hogar textil,El Kilo - Los Cristianos,AV,Avenida,Suecia,44,38650,38006,Arona,Los Cristianos,,elkilo.loscrisitianos@gmail.com,922791460.0,922790587,-16.7200613,28.05161494,2016-05-09T12:45:15,2016-09-06T10:55:37.233000
hogar textil,El Kilo - Valle San Lorenzo,CL,Calle,Barranco,6,38626,38006,Arona,Valle San Lorenzo,,elkilosanlorenzo@gmail.com,922766272.0,922765740,-16.65848975,28.09108727,2016-05-09T12:45:15.374000,2015-08-04T12:31:10.347000
hogar textil,El Kilo Lancer Textiles,CL,Calle,Fernando Arozena Quinterio,4,38009,38038,Santa Cruz de Tenerife,P I Costa Sur Buenos Aires,,lancertextiles@elkilo.com,922242196.0,922249199,-16.26959873,28.45430353,2017-02-15T11:40:07,2017-06-28T10:27:27.599000
hogar textil,El Kilo Lancer Textiles,CL,Calle,Fernando Arozena Quinterio,4,38009,38038,Santa Cruz de Tenerife,P I Costa Sur Buenos Aires,,lancertextiles@elkilo.com,922242196.0,922249199,-16.26958519,28.45432733,2017-02-15T11:40:07,2017-06-28T10:27:27.599000
hogar textil,El Kilo Y Practiko,CL,Calle,Luis de la Cruz,12,38400,38028,Puerto de la Cruz,,,,922371712.0,,-16.54882707,28.41615413,2022-04-22T12:09:52.592000,2022-04-22T12:09:52.592000
moda complementos infantil,El Laberinto de Leo,CL,Calle,Alvarez de Lugo,35,38004,38038,Santa Cruz de Tenerife,,,,,,-16.25785329,28.46798503,2016-05-09T12:45:15.374000,2018-01-16T13:37:14.900000
libreria papeleria discoteca,El Libro en Blanco Libreria Cafe,CL,Calle,Juan Pablo II,35,38004,38038,Santa Cruz de Tenerife,,libroenblancotenerife.blogspot.com.es,miguelaldai@libroenblanco.es,678422023.0,822173346,-16.25997658,28.46830431,2016-05-09T12:45:15.374000,2018-01-17T12:17:28.404000
ferreteria,El Llavin,AV,Avenida,Santa Cruz,43,38611,38017,Granadilla de Abona,San Isidro,,elllavin@hotmail.com,922391581.0,,-16.560276,28.08168699,2016-05-09T12:45:15.374000,2016-06-13T09:49:11.927000
comercio otro tipo,El Manantial,CL,Calle,San Agustin,56,38201,38023,La Laguna,,mariposasdesanacion.bogspot.com,el-manantial@hotmail.com,922633818.0,,-16.318304,28.49064699,2016-05-09T12:45:15.374000,2015-08-04T13:57:37.255000
bazar multitienda estanco,El Mercadillo de Candelaria,CL,Calle,Obispo Perez Caceres,33,38509,38011,Candelaria,,,,922504866.0,,-16.37014153,28.35339253,2016-05-09T12:45:15.374000,2015-08-04T10:53:32.454000
bazar multitienda estanco,El Mercadillo de Segunda,AV,Avenida,Obispo Perez Caceres,4,38500,38020,Güimar,,,,,,-16.409414,28.31627299,2016-05-09T12:45:15.374000,2016-01-04T10:14:04.816000
hogar muebles electrodomesticos decoracion,El Metro,CR,Carretera,España TF 217,18,38390,38039,Santa Úrsula,,,decoracioneselmetro@hotmail.com,922300411.0,0,-16.49067758,28.42528265,2016-05-09T12:45:15.374000,2018-04-11T09:57:50.110000
optica ortopedia audicion,El Negrito,AV,Avenida,El Paso,35,38108,38023,La Laguna,Los Majuelos,,,,,-16.30167782,28.4576323,2016-05-09T12:45:15.374000,2016-10-13T08:55:17.610000
optica ortopedia audicion,El Negrito,CL,Calle,Cruz Verde,20,38003,38038,Santa Cruz de Tenerife,,,farmacia@farmaciaelnegrito.com,922245996.0,922246595,-16.24911472,28.46640681,2016-05-09T12:45:15.374000,2017-12-01T12:24:16.861000
zapateria calzado,El Numero Peca's,CR,Carretera,General TF 28 El Rosario,4,38108,38023,La Laguna,,www.pecas.com,info@pecas.com,,,-16.29892289,28.44656992,2016-05-09T12:45:15.374000,2015-11-12T08:47:28.324000
moda complementos,El Outlito,CL,Calle,Carrera Escultor Estevez,1,38300,38026,La Orotava,LC 3,,eloutlito_orotava@hotmail.com,922326625.0,0,-16.52335043,28.39081854,2016-05-09T12:45:15.374000,2016-06-13T12:48:37.426000
mascotas,El Pajaro Loco,CR,Carretera,Vecinal TF 172 El Sauzal,99,38360,38041,El Sauzal,,,elpajarolocoyurena@hotmail.com,922564791.0,,-16.43498056,28.47479443,2016-05-09T12:45:15.374000,2016-06-13T12:48:37.426000
bazar multitienda estanco,El Palacio de Los Petardos,CM,Camino,Las Piteras,3,38107,38038,Santa Cruz de Tenerife,,,,608247676.0,0,-16.3332957,28.44307137,2016-05-09T12:45:15.374000,2016-06-13T12:48:37.426000
mascotas,El Pequeño Granero,CL,Calle,Siempreviva,33,38320,38023,La Laguna,La Cuesta,,,922645557.0,,-16.29385062,28.47109722,2016-05-09T12:45:15.374000,2015-08-04T10:33:10.329000
ferreteria,El Pino Suministros Agricolas,AV,Avenida,Alcalde Domingo Calzadilla,7,38550,38004,Arafo,,,,922513664.0,,-16.41498006,28.33989103,2016-05-09T12:45:15.374000,2015-08-04T10:54:48.781000
libreria papeleria discoteca,El Planeta de las Letras,CL,Calle,Tania,7,38108,38023,La Laguna,Lc Dr,,elplanetadelaletras@elplanetadelasletras.es,922032929.0,,-16.2982943,28.45228681,2016-05-09T12:45:15,2017-10-03T12:11:44.912000
artesania y productos tradicionales,El Rancho,CR,Carretera,General TF 38 Boca Tauce,3,38689,38019,Guía de Isora,Chio,,,,,-16.79328121,28.24266147,2016-05-09T12:45:15.374000,2015-08-04T12:56:21.594000
comercio otro tipo,El Rastro Aunar,AV,Avenida,Los Menceyes,274,38320,38023,La Laguna,,,,922661770.0,,-16.29014688,28.46887228,2021-06-08T10:09:02.163000,2021-06-08T10:09:02.163000
compraventa productos segunda mano,El Rastro de Santa Ursula,CR,Carretera,Provincial TF 217,81,38390,38039,Santa Úrsula,,,carlosacostamendez@live.com,646486291.0,922304153,-16.49783676,28.42277924,2016-05-09T12:45:15.374000,2018-04-13T13:04:47.500000
comercio otro tipo,El Restaurador,AV,Avenida,Canarias,3,38300,38026,La Orotava,,,,689446927.0,,-16.519993,28.39182299,2016-05-09T12:45:15.374000,2015-08-04T13:30:57.348000
articulos deportivos,El Rincon Boomerang,PZ,"Plaza, plazoleta",Galicia,2,38612,38017,Granadilla de Abona,El Medano Lc 4,,,0.0,,-16.53606488,28.04593378,2016-05-09T12:45:15.374000,2017-05-16T10:22:12.840000
moda complementos,El Rincon de la Moda,CM,Camino,El Vallado,33,38206,38023,La Laguna,,,,922315314.0,,-16.32599599,28.48439937,2016-05-09T12:45:15.374000,2015-08-04T13:49:06.256000
merceria textil,El Rincon de la Suerte Drogueria,AV,Avenida,Jose Marti,10,38001,38038,Santa Cruz de Tenerife,Bo Alegria,,,922274118.0,0,-16.24305147,28.48080132,2016-05-09T12:45:15.374000,2017-02-20T13:04:25.661000
bazar multitienda estanco,El Rincon de los Personajes,CL,Calle,Laurisilva,61,38320,38023,La Laguna,La Cuesta,,,,,-16.28931202,28.47077025,2016-05-09T12:45:15.374000,2015-08-04T10:33:10.329000
moda complementos,El Rincon De Los Sueños,AV,Avenida,Las Palmeras,53,38205,38023,La Laguna,Lc 2,,,696852946.0,,-16.29882546,28.47511629,2021-06-08T10:09:02.163000,2021-06-08T10:09:02.163000
mascotas,El Rincon de Mi Mascota,CR,Carretera,General TF 152 Norte,121,38360,38041,El Sauzal,,,,922572562.0,,-16.42823,28.47349899,2016-05-09T12:45:15.374000,2015-08-04T13:39:35.904000
mascotas,El Rincon de Mi Mascota,CR,Carretera,General TF 342 Icod El Alto,94,38414,38031,Los Realejos,Icod El Alto,facebook:El rincón de mi mascota,elrincondemimascotaaguagarcía@gmail.com,922391785.0,,-16.60992326,28.38420881,2016-05-09T12:45:15.374000,2016-05-25T12:24:45.321000
mascotas,El Rincon de Mi Mascota,CL,Calle,Tosca de Ana Maria,1,38390,38039,Santa Úrsula,Lc B,,elrincondemimascotaaguagarcia@gmail.com,634665518.0,,-16.47800016,28.42562984,2017-01-16T10:47:32,2017-01-16T10:47:32
mascotas,El Rincon de Mi Mascota II,CL,Calle,Real Orotava,52,38359,38041,El Sauzal,Ravelo,,,922572562.0,,-16.41323056,28.46168055,2016-05-09T12:45:15.374000,2016-03-21T08:39:05.638000
comercio otro tipo,El Rincon de Nahuel,AV,Avenida,Fundador Gonzalo Gonzalez,3,38600,38017,Granadilla de Abona,,,,,,-16.576842,28.12024579,2016-05-09T12:45:15.374000,2015-08-04T11:56:42.718000
moda complementos infantil,El Rincon de Perez,Cl,Calle,Nueva,34,38413,38031,Los Realejos,Edif El Granadillar Loc 7,,,686005479.0,,-16.57054581,28.37820142,2023-10-18T12:08:17.876000,2023-10-18T12:08:17.876000
moda complementos,El Rincon de Sasha Outlet,PZ,"Plaza, plazoleta",La Concepcion,7,38201,38023,La Laguna,Lc 1,,,922315772.0,,-16.319469,28.4900939,2016-05-09T12:45:15.374000,2018-01-15T14:02:15.753000
mascotas,El Rincon de Tu Mascota,PZ,"Plaza, plazoleta",El Cristo,0,38201,38023,La Laguna,Mercado Municipal de La Laguna,,,,,-16.313671,28.49287199,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
merceria textil,El Rincon de Vere,AV,Avenida,Maritima,29,38509,38011,Candelaria,Las Caletillas Ed Naiguata Lc 3,,elrincondevere@gmail.com,922501813.0,,-16.36526391,28.36431665,2016-05-09T12:45:15.374000,2015-08-04T10:53:32.454000
electricidad electronica,El Schuko,CL,Calle,Plasencia,169,38639,38035,San Miguel,Z I Llano Del Camello,www.materialelectricoelschuko.es,ventaschuko@gmail.com,922082205.0,,-16.62163516,28.05257039,2017-02-15T11:40:07.893000,2017-02-16T13:51:26.067000
comercio otro tipo,El Señor Miyagui,CL,Calle,Suarez Guerra,20,38002,38038,Santa Cruz de Tenerife,,www.miyagi.es,tenerife@miyagi.es,650035871.0,,-16.25267126,28.46813494,2022-04-22T12:09:52.592000,2022-04-22T12:09:52.592000
comercio otro tipo,El Sueño de Mama,CL,Calle,Los Sueños,65,38006,38038,Santa Cruz de Tenerife,,,,922152041.0,,-16.2633661,28.47023397,2016-05-09T12:45:15.374000,2016-06-13T13:02:01.822000
informatica telecomunicaciones,El Supermercado de la Informatica,AV,Avenida,Chincanayros,44,38434,38022,Icod de los Vinos,,www.adduser.es,alvaro@adduser.es,922122008.0,0,-16.69467385,28.3789192,2016-05-09T12:45:15.374000,2016-05-23T08:37:44.256000
artesania y productos tradicionales,El Taller By Varabara,CL,Calle,Los Principes,4,38509,38011,Candelaria,Ed El Paso Lc 4,,,922517520.0,,-16.3706085,28.3540452,2016-05-09T12:45:15.374000,2015-08-04T10:53:32.454000
moda complementos taller,El Taller de Costura,AV,Avenida,Doctor Emilio Luque Moreno,19,38300,38026,La Orotava,,,,922323785.0,,-16.519095,28.39297599,2016-05-09T12:45:15,2018-03-07T07:31:49.669000
bazar multitienda estanco,El Templo de la Fiesta,CL,Calle,El Olivo,9,38470,38042,Los Silos,,,,922841644.0,,-16.81655748,28.36541299,2016-05-09T12:45:15.374000,2015-08-04T12:59:27.357000
bazar multitienda estanco,El Tendal regalos,CL,Calle,Fernando Primo de Rivera,10,38006,38038,Santa Cruz de Tenerife,,,eltendals@ono.com,922243062.0,,-16.26164324,28.46848284,2016-05-09T12:45:15.374000,2016-06-13T13:02:01.822000
bazar multitienda estanco,El Viejo Ramos,CL,Calle,El Puente,26,38205,38023,La Laguna,Barrio Nuevo,,,0.0,,-16.31097563,28.47940478,2016-05-09T12:45:15.374000,2015-08-27T09:08:29.099000
zapateria calzado taller,El Zapatero,CR,Carretera,Provincial TF 217,67,38390,38039,Santa Úrsula,,,hama88@hotmail.com,922337767.0,,-16.4969842,28.42353207,2016-05-09T12:45:15,2018-04-11T09:57:50.110000
zapateria calzado taller,El Zapatero,CL,Calle,Amalia Alayon,10,38650,38006,Arona,Los Cristianos,,walter_van_haaren@hotmail.com,922796067.0,0,-16.71581186,28.05219733,2016-05-09T12:45:15.374000,2015-08-04T12:41:33.715000
zapateria calzado,El Zapatito,CL,Calle,Imeldo Seris,48,38003,38038,Santa Cruz de Tenerife,,,,699433994.0,822258838,-16.25075239,28.46630049,2016-05-09T12:45:15.374000,2018-01-17T11:36:38.201000
moda complementos taller,Elbanar,CL,Calle,Iriarte,27,38400,38028,Puerto de la Cruz,,,,626564341.0,,-16.54758646,28.41595597,2022-04-22T12:09:52.592000,2022-04-22T12:09:52.592000
electricidad electronica,Electrica ECO,CL,Calle,Ramon y Cajal,9,38004,38038,Santa Cruz de Tenerife,,,,922284402.0,,-16.257273,28.466055,2016-05-09T12:45:15.374000,2018-01-17T13:36:12.255000
electricidad electronica,Electricidad AV,AV,Avenida,25 de Abril,25,38430,38022,Icod de los Vinos,,,avenidaslu@gmail.com,922812819.0,,-16.717903,28.36939299,2016-05-09T12:45:15.374000,2015-08-04T13:09:51.115000
electricidad electronica,Electricidad y Telecomunicaciones Canarias Etelcan,CL,Calle,Benjamin Franklin,15,38109,38032,El Rosario,PI La Campana San Isidro Nv E,www.etelcan.net,etelcan@etelcan.com,922682699.0,,-16.3166014,28.41155367,2017-02-15T11:40:07.893000,2017-06-28T12:03:36.848000
electricidad electronica,Electro Bazar Icod,AV,Avenida,Principes de España,75,38430,38022,Icod de los Vinos,La Centinela LC 3,www.electrobazaeicod.es,,922811290.0,922811940,-16.70602226,28.37539054,2016-05-09T12:45:15.374000,2016-06-13T13:02:01.822000
informatica telecomunicaciones,Electro Bazar Mabe,CR,Carretera,General TF 28 Sur,37,38627,38006,Arona,La Camella,,,0.0,0,-16.68259983,28.0785118,2016-05-09T12:45:15,2017-11-16T10:16:19.105000
