actividad_tipo,nombre,tipo_via_codigo,tipo_via_descripcion,direccion_nombre_via,direccion_numero,direccion_codigo_postal,municipio_codigo,municipio_nombre,referencia,web,email,telefono,fax,longitud,latitud,fecha_creacion,fecha_actualizacion
vivienda vacacional,Casa Carmen La Sorriba VV,CL,Calle,Las Longueras,22,38440.0,38018,La Guancha,La Sorriba,,bodegon7islas@hotmail.com,659683099.0,,-16.67217881,28.37797538,2016-05-09T12:45:15.374000,2018-11-12T12:27:13.901000
vivienda vacacional,Casa Carmen VV,LG,"Lugar, zona",Playa del Socorro,1,38416.0,38031,Los Realejos,El Socorro,,,636510147.0,,-16.5975944,28.39423502,2016-05-09T12:45:15,2015-08-04T13:16:54
alojamiento extrahotelero,Casa Carmita,CR,Carretera,General TF 13 Punta Hidalgo,109,38250.0,38023,La Laguna,Bajamar,,,922630627.0,,-16.34654645,28.55296103,2016-05-09T12:45:15.374000,2015-08-25T13:35:24.285000
vivienda vacacional,Casa Casilda VV,CL,Calle,Calvario,53,38350.0,38043,Tacoronte,,,,670089922.0,,-16.41453999,28.48383919,2017-03-09T09:41:38,2023-04-14T13:37:19.778000
vivienda vacacional,Casa Castaños VV,CL,Calle,El Sauce,5,38670.0,38001,Adeje,Es B Pl 2 PTA 306 Res Los Castaños,,romavenezia@libero.it,658971183.0,,-16.7242659,28.09564115,2019-07-29T12:49:30.306000,2019-07-29T12:49:30.306000
vivienda vacacional,Casa Ceda VV,CL,Calle,Vistabella,15,38680.0,38019,Guía de Isora,,,lalomorand@hotmail.com,677053646.0,,-16.76437869,28.19675575,2017-06-07T12:31:44,2017-06-19T07:43:18
vivienda vacacional,Casa Cielo Azul VV,CL,Calle,Jose Reyes Martin,18,38612.0,38017,Granadilla de Abona,El Medano Pt 4 Pl 0 Vd 11,,,670842035.0,,-16.5351784,28.04588726,2016-05-09T12:45:15,2018-02-08T12:36:45
vivienda vacacional,Casa Claudia Vv,CL,Calle,Francisco Garcia Feo,4,38612.0,38017,Granadilla de Abona,El Medano Pl 0,,,679452863.0,,-16.53774122,28.04457514,2016-05-09T12:45:15,2015-08-04T11:59:37
vivienda vacacional,Casa Claudia VV,CL,Calle,Leopoldo Torriani,11,38683.0,38040,Santiago del Teide,Puerto de Santiago,,,629116738.0,,-16.8378465,28.23086951,,2018-11-28T10:44:49.717000
vivienda vacacional,Casa Claudia VV,CL,Calle,Nicolosa,34,38677.0,38001,Adeje,Los Menores,,,692945393.0,,-16.75936915,28.14011086,2017-09-21T10:20:30.858000,2018-02-08T12:36:45.855000
vivienda vacacional,Casa Colonial VV,CL,Calle,Clave de Fa,7,38208.0,38023,La Laguna,Ur Las Cañas V8,,,649569587.0,,-16.32166989,28.50350063,2016-07-06T13:31:09.786000,2018-02-08T12:36:45.855000
vivienda vacacional,Casa Con Encanto VV,CL,Calle,Mateo de Sosa,52,38400.0,38028,Puerto de la Cruz,La Vera Vd 27,,,692144884.0,,-16.56122541,28.39782546,2016-05-09T12:45:15,2015-08-04T13:21:58
vivienda vacacional,Casa Conchita VV,CM,Camino,Bubango,19,38434.0,38022,Icod de los Vinos,Santa Barbara Cs El Miradero,,franicod@hotmail.com,626670923.0,,-16.68179871,28.35674982,2016-05-09T12:45:15,2018-03-21T07:47:49
vivienda vacacional,Casa Copacabana VV,CL,Calle,Guatemala,41,38660.0,38001,Adeje,Apartamentos Copacabana Piso 2 PTA 42,,phoenixgroupseven@hotmail.com,661674331.0,,-16.73024325,28.07286299,2019-07-29T12:41:55.374000,2019-07-29T12:41:55.374000
vivienda vacacional,Casa Corina I VV,CL,Calle,La Gaviota,5,38612.0,38017,Granadilla de Abona,El Medano Pt 2 Vd 1,,mimirodriguez_4@yahoo.es,678474958.0,,-16.53957406,28.04381983,2016-05-09T12:45:15,2018-02-08T12:36:45.855000
vivienda vacacional,Casa Corina II VV,CL,Calle,La Gaviota,5,38612.0,38017,Granadilla de Abona,El Medano Pt 1 Vd 1,,mimirodriguez_4@yahoo.es,678474958.0,,-16.53955225,28.04384037,2016-05-09T12:45:15,2018-02-08T12:36:45.855000
vivienda vacacional,Casa Corina III VV,CL,Calle,La Gaviota,5,38612.0,38017,Granadilla de Abona,El Medano Pt 3 Vd 1,,mimirodriguez_4@yahoo.es,678474958.0,,-16.53958716,28.043807,2016-05-09T12:45:15,2018-02-08T12:36:45.855000
vivienda vacacional,Casa Chana VV,CL,Calle,Los Barros,34,38410.0,38031,Los Realejos,La Carrera Cm La Palma,,,680602002.0,,-16.58155346,28.39048774,2016-05-09T12:45:15,2018-02-08T12:36:45.855000
vivienda vacacional,Casa Charly VV,PJ,"Pasaje, paraje",Roque Nublo,5,38350.0,38043,Tacoronte,Juan Fernandez,,,650490888.0,,-16.41799651,28.51552389,2016-06-06T14:36:54.857000,2018-02-08T12:36:45.855000
vivienda vacacional,Casa Cho Juan VV,Cl,Calle,San Antonio,21,38440.0,38018,La Guancha,La Guancha,casachojuan.com,info@casachojuan.com,619902237.0,922130156.0,-16.65434095,28.37933724,2017-09-26T12:33:54,2023-10-18T14:04:54.665000
alojamiento extrahotelero,Casa Cho Pinito Cruz VT,CM,Camino,El Centro,1,38290.0,38032,El Rosario,La Esperanza Las Rosas,www.casachopinito.com,,922548436.0,,-16.3640948,28.43777488,2016-05-09T12:45:15.374000,2017-02-07T10:36:13.549000
vivienda vacacional,Casa Christina VV,CL,Calle,Colibri,13,38632.0,38006,Arona,El Palmar Pt 2,,,922732173.0,,-16.70274821,28.02353619,2016-05-09T12:45:15,2018-02-08T12:36:45
vivienda vacacional,Casa Dacil VV,CL,Calle,Vence,4,38540.0,38011,Candelaria,,,,617447773.0,,-16.38289151,28.3504542,2016-05-09T12:45:15,2018-02-08T12:36:45.855000
vivienda vacacional,Casa Dalia VV,CL,Calle,Doctor Barajas,16,38400.0,38028,Puerto de la Cruz,PL 0 Vd 16,,tenhol@tenhol.com,636062899.0,,-16.54524368,28.40300821,2016-11-25T14:14:59,2017-08-25T13:08:42
vivienda vacacional,Casa Danilo VV,CM,Camino,Lomo La Hoya,33,38629.0,38035,San Miguel,Aldea Blanca,,,609541652.0,,-16.63439931,28.0892666,2017-07-20T08:39:44.768000,2018-02-08T12:36:45.855000
vivienda vacacional,Casa De La Florida VV,CM,Camino,Vera de La Florida,37,38311.0,38026,La Orotava,La Florida,,cestomano@gmail.com,651949101.0,,-16.5062893,28.3873596,2016-05-09T12:45:15,2018-02-08T12:36:45.855000
vivienda vacacional,Casa de La Luz VV,CL,Calle,Volcan Fogo,10,38108.0,38023,La Laguna,Las Chumberas Bq 10 Pl 3 Vd B,,,669694966.0,,-16.30338408,28.462307,2016-05-09T12:45:15,2015-08-04T10:43:56
vivienda vacacional,Casa De La Piscina VV,CL,Calle,Toninas,24,38590.0,38020,Güimar,Punta Prieta Litoral de Agache,,,678293880.0,,-16.3879909,28.26538711,2017-08-22T10:08:21,2017-08-22T10:08:21
vivienda vacacional,Casa de Las Cupulas VV,AV,Avenida,Maritima,34,38683.0,38040,Santiago del Teide,Puerto de Santiago,,,609231734.0,922861641.0,-16.84074074,28.22822902,2017-09-25T15:00:26.065000,2018-02-08T12:36:45.855000
vivienda vacacional,Casa del Abuelo CR,CL,Calle,Santa Lucia,1,38688.0,38019,Guía de Isora,Chirche,,,922852214.0,,-16.761109,28.21895799,2016-05-09T12:45:15,2018-02-08T12:36:45.855000
vivienda vacacional,Casa Del Coronel VV,CL,Calle,El Fronton,40,38588.0,38005,Arico,La Sabinita,,,610375649.0,,-16.48980748,28.17764549,2016-07-27T10:51:26,2017-04-05T12:37:39
vivienda vacacional,Casa del Cubano A VV,CM,Camino,Lomo La Chanca,12,38130.0,38038,Santa Cruz de Tenerife,Taganana Pt 01,,casadelcubano@gmail.com,650691237.0,,-16.21850024,28.56083912,2017-09-22T14:01:57.601000,2018-06-21T08:44:27.207000
vivienda vacacional,Casa del Cubano B VV,CM,Camino,Lomo La Chanca,12,38130.0,38038,Santa Cruz de Tenerife,Taganana Pt 02,,casadelcubano@gmail.com,650691237.0,,-16.21850539,28.56079246,2017-09-22T14:01:57,2018-06-21T08:44:27.207000
alojamiento extrahotelero,Casa del Cura Viejo CR,CL,Calle,Andres Orozco Batista,18,38550.0,38004,Arafo,,www.casacuraviejo.com,,922511835.0,,-16.423062,28.34220999,2016-05-09T12:45:15.374000,2016-03-21T14:14:09.695000
vivienda vacacional,Casa del Herrero VV,Cl,Calle,Los Llanitos,44,38489.0,38010,Buenavista del Norte,,www.casitasrurales.com,reservas@wanderlustcanarias.com,649310262.0,,-16.8479485,28.34281334,2016-05-09T12:45:15,2023-10-18T14:04:54.665000
alojamiento extrahotelero,Casa del Maestro CR,CM,Camino,Lomo Juan Diaz,19,38540.0,38011,Candelaria,,,,,,-16.383077,28.35274199,2016-05-09T12:45:15.374000,2016-04-26T13:55:32.672000
vivienda vacacional,Casa Del Mir VV,CR,Carretera,General TF 13 Punta Hidalgo,148,38280.0,38046,Tegueste,Vd 1D,,,664710376.0,,-16.32256716,28.51801513,2017-02-08T10:39:02.940000,2018-02-08T12:36:45.855000
vivienda vacacional,Casa Del Molino VV,Cl,Calle,Los Llanitos,32,38489.0,38010,Buenavista del Norte,,www.casitasrurales.com,reservas@wanderlustcanarias.com,649310262.0,,-16.8476515,28.34313734,2016-05-09T12:45:15.374000,2023-10-18T14:04:54.665000
vivienda vacacional,Casa del Pescador VV,CR,Carretera,Bruzas,1,38570.0,38012,Fasnia,Los Roques,,ruimanbuceo@hotmail.com,922522159.0,,-16.41796054,28.22444262,2016-05-09T12:45:15,2016-10-05T13:04:55
alojamiento extrahotelero,Casa del Pintor,CL,Calle,Mazape,20,38649.0,38006,Arona,,www.casaruraldelpintor.com,info@casaruraldelpintor.com,922725274.0,922725274.0,-16.68632368,28.10165734,2016-05-09T12:45:15.374000,2015-08-04T12:11:58.847000
vivienda vacacional,Casa del Platano VV,CL,Calle,Hercules,4,38430.0,38022,Icod de los Vinos,,,,,,-16.7215297,28.36772688,2019-01-29T12:07:11.937000,2019-01-29T12:07:11.937000
vivienda vacacional,Casa del Pris VV,CL,Calle,Roque Nublo,3,38350.0,38043,Tacoronte,Juan Fernandez  Ur Atlantic Park,,,646492678.0,,-16.41818064,28.51535503,2017-09-21T12:56:58.490000,2018-02-08T12:36:45.855000
vivienda vacacional,Casa Del Roque VV,CL,Calle,Las Higueritas,7,38680.0,38019,Guía de Isora,Vd B,,,647421133.0,,-16.78402499,28.21207379,2017-08-22T09:18:57,2018-05-22T10:32:00.144000
alojamiento hotelero,Casa del Sol,CL,Calle,Finlandia,4,38400.0,38028,Puerto de la Cruz,San Fernando,www.hotelcasadelsol.com,reservas@hotelcasadelsol.es,922380762.0,,-16.544613,28.40950499,2016-05-09T12:45:15.374000,2016-07-27T13:47:47.503000
vivienda vacacional,Casa del Sol VV,CL,Calle,Acentejo,72,38379.0,38025,La Matanza,,,,639644274.0,,-16.46520859,28.44999681,2016-05-09T12:45:15.374000,2018-02-08T12:36:45.855000
vivienda vacacional,Casa del Sur VV,AV,Avenida,Maritima,11,38683.0,38040,Santiago del Teide,Puerto de Santiago Ed Las Palmeras,,,609684444.0,,-16.84143735,28.23512958,,2018-06-22T07:58:35.764000
vivienda vacacional,Casa Deli VV,PZ,"Plaza, plazoleta",Cesar Manrique,8,38670.0,38001,Adeje,La Postura Bq 2 Esc B Pl 1 Vd C,,emanuele82Ym@gmail.com,655243566.0,,-16.73086226,28.12096093,2018-04-10T08:37:58.813000,2019-02-13T09:34:39.548000
vivienda vacacional,Casa Demaro VV,CL,Calle,Sabina,33,38360.0,38041,El Sauzal,La Baranda,,,606848050.0,,-16.43546811,28.46787134,2016-09-27T13:07:54.890000,2018-02-08T12:36:45.855000
vivienda vacacional,Casa Doctor Pasteur VV,CL,Calle,Doctor Pasteur,71,38205.0,38023,La Laguna,Barrio Nuevo Pl 0 Vd Dr,,juancarlosrc@hotmail.com,625506042.0,,-16.30876768,28.47800877,2016-05-09T12:45:15,2018-03-08T14:54:40
vivienda vacacional,Casa Dolores VV,CM,Camino,La Sabina,52,38434.0,38022,Icod de los Vinos,Buen Paso Vd 52 D,,,619986743.0,,-16.68908305,28.38726362,2016-05-09T12:45:15,2018-03-02T13:56:08
alojamiento extrahotelero,Casa Domi,CM,Camino,Cruz del Negro,13,38290.0,38032,El Rosario,La Esperanza,,,606500308.0,,-16.3528817,28.45183768,2016-10-19T14:05:24,2018-12-10T13:02:58.658000
vivienda vacacional,Casa Don Pepe VV,CR,Carretera,General TF 342 La Orotava La Guancha,11,38428.0,38034,San Juan de la Rambla,,,,618847048.0,,-16.64487126,28.37434321,2016-05-09T12:45:15,2015-11-06T14:12:09
vivienda vacacional,Casa Doña Carmela VV,CL,Calle,Calvo Sotelo,129,38006.0,38038,Santa Cruz de Tenerife,,,,602809816.0,,-16.26593571,28.47083712,2016-05-09T12:45:15,2016-06-08T14:28:58
vivienda vacacional,Casa Doris VV,CL,Calle,El Campo,7,38618.0,38017,Granadilla de Abona,Los Abrigos Pl 1 Vd D Esq Cl La Fragata,,,686984956.0,,-16.59239861,28.03054604,2016-05-09T12:45:15,2018-03-13T11:01:08
vivienda vacacional,Casa Drago VV,UR,Urbanización,El Drago,19,38314.0,38026,La Orotava,Ur El Drago Cueva Jurada,,,699444879.0,,-16.5070697,28.39897842,2017-06-02T14:39:06,2018-02-08T12:36:45
vivienda vacacional,Casa Edelweiss VV,CL,Calle,Suiza,27,38400.0,38028,Puerto de la Cruz,San Fernando,,,619099091.0,,-16.54476437,28.40918268,2017-10-03T10:11:36.738000,2018-02-08T12:36:45.855000
vivienda vacacional,Casa El Abuelo II VV,CL,Calle,San Antonio,67,38480.0,38010,Buenavista del Norte,,,,687048009.0,,-16.85497311,28.37360929,2016-05-09T12:45:15.374000,2023-10-18T14:41:54.296000
vivienda vacacional,Casa El Abuelo VV,CL,Calle,San Antonio,53,38480.0,38010,Buenavista del Norte,,,,687048009.0,,-16.85454835,28.37320743,2016-05-09T12:45:15.374000,2018-02-08T12:36:45.855000
alojamiento hotelero,Casa El Atajo HR,CL,Calle,El Atajo,11,38689.0,38019,Guía de Isora,Chio,,,922850100.0,,-16.795933,28.23579099,2016-05-09T12:45:15.374000,2016-05-09T07:53:49.230000
vivienda vacacional,Casa El Balcon Grande VV,UR,Urbanización,Humboldt,43,38314.0,38026,La Orotava,Las Cuevas Ur Humboldt,,,671667051.0,,-16.50563797,28.40073285,2019-01-28T14:16:46,2019-01-28T14:18:04.848000
vivienda vacacional,Casa El Barbecho A VV,CL,Calle,El Barbecho,27,38613.0,38052,Vilaflor,La Escalona Vd A,,,610248187.0,,-16.6704143,28.11594209,2018-05-16T13:17:34,2018-05-16T13:17:34
vivienda vacacional,Casa El Barbecho B VV,CL,Calle,El Barbecho,27,38613.0,38052,Vilaflor,La Escalona Vd B,,,610248187.0,,-16.67042381,28.11599028,2018-05-16T13:17:34,2018-05-16T13:17:34
vivienda vacacional,Casa El Barco VV,AV,Avenida,Casa del Barco,6,38207.0,38023,La Laguna,La Verdellada Ed El Barco Pq Tinguaro Bq 6 Pl At Vd E,,dsoria@teidephone.com,630936128.0,,-16.30833967,28.48301731,2016-05-09T12:45:15,2018-06-29T13:23:14.655000
alojamiento extrahotelero,Casa El Brezo,CM,Camino,San Francisco,0,38459.0,38015,Garachico,La Montañeta,,,646652382.0,,-16.76071625,28.33638511,2018-10-05T13:47:09,2018-10-05T13:50:13.952000
alojamiento extrahotelero,Casa El Cardon,CR,Carretera,General TF 445 Buenavista Punta de Teno,5,38480.0,38010,Buenavista del Norte,,casaelcardon.wixsite.com/elcardon,,922127463.0,,-16.86216076,28.36528563,2016-10-04T13:04:59.939000,2016-10-04T13:04:59.939000
vivienda vacacional,Casa El Carmen VV,CM,Camino,El Abejo,21,38540.0,38011,Candelaria,Las Cuevecitas,,atlanticosie1@gmail.com,,,-16.39478728,28.34974438,2018-05-25T14:16:27,2018-05-25T14:16:27
vivienda vacacional,Casa El Cartero VV,CL,Calle,Los Llanitos,49,38489.0,38010,Buenavista del Norte,El Palmar,,,669532114.0,,-16.84959917,28.34122018,2016-05-09T12:45:15,2016-02-17T13:54:24
vivienda vacacional,Casa El Esquilon VV,CM,Camino,Las Suertes Tercera,10,38315.0,38026,La Orotava,La Perdoma Las Suertes,,,922501300.0,,-16.54302049,28.37209992,2016-05-09T12:45:15,2019-02-21T12:57:34.450000
vivienda vacacional,Casa El Horno VV,CL,Calle,Buen Viaje,39,38616.0,38017,Granadilla de Abona,Cruz de Tea,,casaelhorno@gmail.com,922771486.0,,-16.59284639,28.13593319,2016-05-09T12:45:15,2015-08-04T11:56:08
vivienda vacacional,Casa El Jardin de las Retamas VV,PZ,"Plaza, plazoleta",Doctor Perez Caceres,3,38613.0,38052,Vilaflor,Esc 1 Pl 1,,,637335387.0,,-16.63685932,28.15918569,2019-03-14T09:26:34.307000,2019-03-14T09:26:34.307000
vivienda vacacional,Casa El Lagar VV,CM,Camino,Las Suertes Tercera,10,38315.0,38026,La Orotava,La Perdoma Las Suertes,,,922501300.0,,-16.54289349,28.37508752,2016-05-09T12:45:15,2019-02-21T12:57:34.450000
vivienda vacacional,Casa El Mango VV,CM,Camino,El Abejo,19,38540.0,38011,Candelaria,Las Cuevecitas,,atlanticosie1@gmail.com,,,-16.39529273,28.34947588,2018-05-25T14:16:27,2018-05-25T14:16:27
vivienda vacacional,Casa El Medano 02 VV,CL,Calle,La Gaviota,23,38612.0,38017,Granadilla de Abona,El Medano Casa Medano Pt 2 Ap 18,,,,,-16.54223258,28.04279698,2016-05-09T12:45:15.374000,2018-03-12T12:40:04.529000
vivienda vacacional,Casa El Medano VV,CL,Calle,La Gaviota,23,38612.0,38017,Granadilla de Abona,El Medano Casa Medano V 12,,,696454512.0,,-16.54217542,28.04262462,2016-09-27T15:03:06,2018-02-08T12:36:45.855000
vivienda vacacional,Casa El Medano VV,CL,Calle,La Gaviota,23,38612.0,38017,Granadilla de Abona,El Medano Casa Medano Pt 2 Ap 17,,,696454512.0,,-16.54208321,28.04288137,2016-05-09T12:45:15.374000,2018-02-08T12:36:45.855000
vivienda vacacional,Casa el Olivo VV,CL,Calle,El Olivo,24,38611.0,38017,Granadilla de Abona,San Isidro,,,654335286.0,,-16.56238625,28.08141851,2016-05-09T12:45:15,2019-02-21T12:30:47.471000
vivienda vacacional,Casa El Pintor VV,UR,Urbanización,El Drago,20,38314.0,38026,La Orotava,Ur El Drago,,,652422475.0,,-16.50830857,28.39869799,2017-06-02T14:39:06.899000,2018-02-08T12:36:45.855000
vivienda vacacional,Casa El Timple VV,CL,Calle,Nuestra Señora de Candelaria,20,38550.0,38004,Arafo,,,,637466695.0,,-16.4251486,28.3373752,2016-05-09T12:45:15.374000,2018-02-08T12:36:45.855000
vivienda vacacional,Casa El Volcan VV,CL,Calle,Mariano Nicolas,2,38450.0,38015,Garachico,,,tf0448p@hotmail.com,662459558.0,,-16.76211112,28.37345479,2017-09-21T12:47:33,2018-02-08T12:17:45
vivienda vacacional,Casa Elena VV,AV,Avenida,Juan Carlos I,37,38650.0,38006,Arona,Los Cristianos Ed Los Angeles Pl 1 Vd 152,,rosselapizzo@gmail.com,657218380.0,,-16.70894885,28.04705264,2019-04-03T13:03:23.997000,2019-04-03T13:03:23.997000
vivienda vacacional,Casa Elena VV,AV,Avenida,Maritima,157,38530.0,38011,Candelaria,Las Caletillas Ed Las Arenitas Vd 1112 A,,palbruni@hotmail.com,606213645.0,,-16.36229952,28.37342663,,
vivienda vacacional,Casa Elena VV,AV,Avenida,Jose Antonio Tavio Afonso,3,38630.0,38006,Arona,Costa del Silencio Ur Chaparral I Pt 0 Vd 163,,,627891581.0,,-16.64534936,28.01091509,2016-05-09T12:45:15,2018-02-08T12:36:45
vivienda vacacional,Casa Elvira VV,CL,Calle,Puerto Escondido,3,38002.0,38038,Santa Cruz de Tenerife,Vd 4C,,,664344112.0,,-16.25121372,28.46926383,2017-04-04T14:13:12,2018-02-08T12:36:45
vivienda vacacional,Casa Elvira VV,CL,Calle,La Iglesia,63,38594.0,38017,Granadilla de Abona,Chimiche,,,690673905.0,,-16.5308112,28.12827204,2016-05-09T12:45:15,2016-08-09T12:43:37
alojamiento extrahotelero,Casa Emelina,CL,Calle,La Choza,8,38550.0,38004,Arafo,,,,,,-16.406756,28.33767399,2016-05-09T12:45:15.374000,2015-08-04T10:54:48.781000
vivienda vacacional,Casa Emma VV,PZ,"Plaza, plazoleta",El Rosario,1,38205.0,38023,La Laguna,Barrio Nuevo Pl 2 Vd F,,,686120704.0,,-16.31108842,28.48035461,2016-11-15T10:03:32,2016-11-15T10:03:32
vivienda vacacional,Casa en La Matanza VV,CL,Calle,Real,56,38370.0,38025,La Matanza,V7,,,677510026.0,,-16.44655587,28.4533676,2016-10-05T14:04:18.920000,2018-02-08T12:36:45.855000
vivienda vacacional,Casa Eneida VV,CL,Calle,Topo Negro,0,38500.0,38020,Güimar,Paraje topo Negro,,,610002583.0,,-16.40125656,28.32764748,2017-08-22T10:05:49,2017-08-22T10:05:49
vivienda vacacional,Casa Enzo VV,CL,Calle,Ceuta,18,38660.0,38001,Adeje,Torviscas Alto,,,616094282.0,,-16.70869896,28.09404571,2016-05-09T12:45:15,2018-02-08T12:36:45
vivienda vacacional,Casa Eriberto VV,CL,Calle,Venecia,16,38678.0,38001,Adeje,Callao Salvaje Bq 1 Vd 103,,,603294768.0,,-16.77824448,28.13254474,2017-07-31T12:06:43,2019-03-20T07:55:20.533000
alojamiento extrahotelero,Casa Erques CR,CL,Calle,La Morra,1,38688.0,38019,Guía de Isora,Vera de Erques,,,922788364.0,,-16.74367291,28.17239162,2016-05-09T12:45:15.374000,2016-05-09T07:45:31.593000
vivienda vacacional,Casa Esmeralda VV,CL,Calle,Esmeralda,14,38611.0,38017,Granadilla de Abona,Yaco,,,619655390.0,,-16.56182565,28.08692891,2016-10-06T12:18:54,2018-02-08T12:36:45.855000
vivienda vacacional,Casa Estevez VV,CL,Calle,Inglaterra,1,38612.0,38017,Granadilla de Abona,El Medano Ed cEl Pozo Pl 1 Vd 1,,andrewestevez@hotmail.com,686153928.0,,-16.5391547,28.04540814,2016-05-09T12:45:15,2018-02-08T12:36:45.855000
vivienda vacacional,Casa Eva VV,CL,Calle,Chiñama,8,38595.0,38017,Granadilla de Abona,Charco del Pino Pl 1 Vd B,,,657175208.0,,-16.59620599,28.10922957,2017-02-22T10:59:03,2017-02-22T10:59:03
vivienda vacacional,Casa Fer VV,CL,Calle,La Morra,3,38589.0,38005,Arico,Arico Viejo Pl 1 Vd 3,,natoward@hotmail.com,639838849.0,,-16.47997324,28.18342435,,
vivienda vacacional,Casa Fernando y Geraldine VV,PS,Paseo,Las Americas,46,38430.0,38022,Icod de los Vinos,Py San Marcos Ed Monis Pl 6 Vd 613,,ferge31@yahoo.es,673267083.0,,-16.72293546,28.38016697,2019-02-20T10:34:18.103000,2019-02-20T10:34:18.103000
vivienda vacacional,Casa Fla VV,AV,Avenida,Jose Miguel Galvan Bello,28,38612.0,38017,Granadilla de Abona,El Medano Bq C Pl 2 Vd D,,,665817903.0,,-16.53711364,28.04551518,2016-05-09T12:45:15,2017-01-30T14:05:00
vivienda vacacional,Casa Foro VV,CR,Carretera,General Santa barbara,47,38430.0,38022,Icod de los Vinos,Santa Barbara Lomo Blanco,,foroffq@hotmail.com,647943999.0,,-16.70351928,28.36852272,2016-05-09T12:45:15,2018-09-24T08:58:51.242000
vivienda vacacional,Casa France VV,CL,Calle,El Desierto,2,38632.0,38006,Arona,El Fraile ed Aloe III E-IB Vd 32,,france-tours@hotmail.com,626586966.0,,-16.66568709,28.01164116,2017-05-10T09:38:18,2018-02-08T12:36:45
vivienda vacacional,Casa Francine VV,CM,Camino,Pino Ines,84,38434.0,38022,Icod de los Vinos,Belmonte,,,609384921.0,,-16.6686613,28.36837221,2016-05-09T12:45:15,2019-03-20T07:55:20.533000
vivienda vacacional,Casa Galeon VV,CL,Calle,La Botavara,3,38670.0,38001,Adeje,El Galeon Vd 42,,michandstu@gmail.com,619332973.0,,-16.73289512,28.11564257,2018-04-17T13:54:55,2018-06-20T15:02:41.420000
vivienda vacacional,Casa Galloway VV,CJ,Callejón,K,6,38489.0,38010,Buenavista del Norte,El Palmar,,,669676661.0,,-16.84561827,28.34538281,2019-02-13T14:00:01.396000,2019-02-13T14:00:01.396000
vivienda vacacional,Casa Garachico VV,CL,Calle,Walt Disney,12,38460.0,38015,Garachico,Caleta de Interian Ed Tavio Vd 2,,ducati.monster.s4r@gmail.com,687468730.0,,-16.79092821,28.37243952,2016-07-05T13:57:58,2018-02-08T12:17:45
vivienda vacacional,Casa Garden VV,CL,Calle,Almacigo,20,38360.0,38041,El Sauzal,La Baranda,,,610953890.0,,-16.43508942,28.4693577,2016-05-09T12:45:15.374000,2018-02-08T12:36:45.855000
vivienda vacacional,Casa Gilda VV,CL,Calle,Doctor Celestino Gonzalez Padron,8,38400.0,38028,Puerto de la Cruz,Ur La Paz Rs Flora Pl 1 Vd 3,,,603557984.0,,-16.53095117,28.41236197,2016-07-29T10:42:02,2016-07-29T10:42:02
alojamiento hotelero,Casa Grande Surf Hotel,CL,Calle,Galo Ponte,7,38612.0,38017,Granadilla de Abona,El Medano,www.casagrandehostel.com,info@casagrandehostel.com,922176376.0,,-16.537595,28.04452099,2016-05-09T12:45:15,2016-11-29T14:54:19.347000
alojamiento extrahotelero,Casa Grillo VT,CJ,Callejón,El Llano,6,38580.0,38005,Arico,Villa de Arico El Carmen,,,922768449.0,,-16.499846,28.16375199,2016-05-09T12:45:15.374000,2017-02-07T10:36:13.549000
vivienda vacacional,Casa Hector VV,CL,Calle,Jardin del Sol,94,38358.0,38043,Tacoronte,Santa Catalina Las Toscas,,,647579716.0,,-16.42617733,28.48909883,2016-05-23T13:16:00.103000,2018-02-08T12:36:45.855000
vivienda vacacional,Casa Hermanos Pinzon VV,CL,Calle,Hermanos Pinzon,1,38508.0,38020,Güimar,Puertito de Guimar Vd C,,vacacionalcatamar@gmail.com,677872350.0,,-16.37208204,28.29614825,2016-05-09T12:45:15,2018-02-08T12:36:45.855000
vivienda vacacional,Casa Ia Orana VV,CL,Calle,El Risco,11,38670.0,38001,Adeje,Pl 0,,,686654401.0,,-16.72355342,28.12171671,2016-10-03T13:57:22,2018-02-08T12:36:45.855000
vivienda vacacional,Casa Ia Orana VV,CL,Calle,El Risco,11,38670.0,38001,Adeje,Pl 1,,,686654401.0,,-16.72356069,28.12175385,2016-10-03T13:57:22,2018-02-08T12:36:45.855000
alojamiento extrahotelero,Casa Ida CR,CL,Calle,La Oliva,8,38459.0,38015,Garachico,,www.ruralida.com,info@ruralida.com,922133297.0,,-16.74184,28.36661499,2016-05-09T12:45:15.374000,2019-03-20T07:55:20.533000
vivienda vacacional,Casa Il Cry Horizons VV,AV,Avenida,Melchor Luz,1,38400.0,38028,Puerto de la Cruz,San Felipe Ed Valle Luz Bq C Pl 4 Vd 306,,,682808819.0,,-16.55618265,28.41395676,2017-03-27T12:01:31,2017-07-24T10:12:05
vivienda vacacional,Casa Ilusion VV,CM,Camino,Las Chozas,7,38310.0,38026,La Orotava,El Bebedero,,,655858856.0,,-16.50997383,28.37056483,2017-05-08T10:36:16.294000,2018-02-08T12:36:45.855000
vivienda vacacional,Casa Ingrid VV,CL,Calle,Real,59,38370.0,38025,La Matanza,,,,605281150.0,,-16.44897222,28.45191992,2016-09-27T14:23:54,2018-02-08T12:36:45.855000
vivienda vacacional,Casa Interian VV,CL,Calle,Walt Disney,15,38460.0,38015,Garachico,Caleta de Interian Ed Misana Pl 1 Vd B1,,admontenerifenorth@gmail.com,747851547.0,,-16.79079236,28.37264165,2016-07-05T13:57:58,2018-09-25T09:45:54.412000
