actividad_tipo,nombre,tipo_via_codigo,tipo_via_descripcion,direccion_nombre_via,direccion_numero,direccion_codigo_postal,municipio_codigo,municipio_nombre,referencia,web,email,telefono,fax,longitud,latitud,fecha_creacion,fecha_actualizacion
restaurante pizzeria,El Medano,CL,Calle,Evaristo Gomez Gonzalez,15,38612,38017,Granadilla de Abona,El Medano,,,922177864.0,,-16.53937937,28.04536978,2016-05-09T12:45:15.374000,2016-05-04T07:57:33.290000
bar cafeteria,El Medievo,CR,Carretera,España TF 217,16,38390,38039,Santa Úrsula,,,,922300467.0,,-16.49062162,28.42529217,2016-05-09T12:45:15.374000,2018-04-11T13:47:56.583000
bar cafeteria,El Mencey Bulevar Cerveceria,RB,Rambla,Los Menceyes,2,38509,38011,Candelaria,Ed Carla Lc 9,www.tumetro.es,,922583407.0,0.0,-16.36797964,28.36172221,2016-05-09T12:45:15,2018-01-19T11:47:45.861000
bar,El Mencey de Candelaria,RB,Rambla,Los Menceyes,8,38509,38011,Candelaria,CC Punta Larga Lc 119,,,922505099.0,,-16.36649738,28.3646665,2016-10-04T08:47:33.878000,2016-10-04T09:50:27.533000
bar cafeteria,El Mencey de las Tortillas,CL,Calle,Puerta Canseco,6,38003,38038,Santa Cruz de Tenerife,,,tascamencey@hotmail.com,692275762.0,,-16.25170194,28.46602973,2022-04-22T12:09:52.592000,2022-04-22T12:09:52.592000
bar cafeteria,El Mentidero,CL,Calle,Grande,17,38670,38001,Adeje,,,,629923055.0,,-16.72452106,28.12196878,2017-03-13T12:16:12.555000,2017-11-08T10:16:19.172000
bar cafeteria,El Mentidero,CL,Calle,Morales,9,38203,38023,La Laguna,,,,922259400.0,822025491.0,-16.317562,28.48427296,2016-05-09T12:45:15.374000,2018-01-15T14:43:21.956000
restaurante,El Mentiroso,AV,Avenida,Jose Miguel Galvan Bello,38,38612,38017,Granadilla de Abona,El Medano,,elmentiroso@gmail.com,605024356.0,,-16.537708,28.04617989,2016-05-09T12:45:15.374000,2016-07-29T07:34:57.540000
restaurante,El menu del Fregel,Av,Avenida,Los Remedios,9,38410,38031,Los Realejos,,www.elmenudefregel.com,elmenudefregel@gmail.com,822046953.0,,-16.58476758,28.38055366,2023-10-18T12:08:17.876000,2023-10-18T12:08:17.876000
bar cafeteria,El Menudo,CR,Carretera,General TF 342 Icod El Alto,118,38414,38031,Los Realejos,Icod El Alto La Gallinera,,,922359067.0,,-16.61229426,28.38372388,2016-05-09T12:45:15.374000,2016-06-01T12:33:56.726000
restaurante,El Mercadillo,CR,Carretera,General TF 16 Tacoronte Tejina,174,38356,38043,Tacoronte,San Juan Perales,,,922562760.0,,-16.4065104,28.49989453,2017-03-10T10:06:50.728000,2017-03-10T10:06:50.728000
bar cafeteria,El Mercado,CR,Carretera,General TF 16 Tacoronte Tejina,11,38350,38043,Tacoronte,Mercado Municipal Lc 24,,,662076498.0,,-16.41473927,28.47797429,2016-05-09T12:45:15.374000,2016-02-17T13:52:07.746000
bar cafeteria,El Mercado,PZ,"Plaza, plazoleta",El Cristo,0,38201,38023,La Laguna,Mercado Municipal de La Laguna Lc 9-10,,alfredo.acosta@hotmail.es,922262568.0,,-16.313178,28.49312799,2016-05-09T12:45:15.374000,2016-11-09T09:37:12.779000
restaurante,El Meson,AV,Avenida,Las Americas,2,38650,38006,Arona,Py Americas Pq Santiago III Lc 27,,,922750310.0,,-16.73361413,28.05530194,2017-08-17T13:15:22,2017-08-18T11:33:47.199000
restaurante,El Meson,AV,Avenida,Quinto Centenario,54,38683,38040,Santiago del Teide,Puerto de Santiago,,,922860476.0,,-16.84161673,28.23923073,2016-05-09T12:45:15.374000,2016-05-23T12:37:09.927000
restaurante,El Meson de Cristian,CL,Calle,Amilcar Gonzalez Diaz,1,38290,38032,El Rosario,La Esperanza,,,,,-16.366632,28.45075599,2016-05-09T12:45:15.374000,2015-10-30T12:47:57.622000
bar,El Meson del Arado,AV,Avenida,Las Americas,8,38650,38006,Arona,Py Americas CC Compostela Beach Lc 0704,,,,,-16.72822091,28.05396578,2017-08-17T09:49:40.870000,2017-08-17T09:49:40.870000
restaurante,El Meson Gallego,AV,Avenida,La Marina,13,38618,38017,Granadilla de Abona,Los Abrigos,,,670680160.0,,-16.59409822,28.02979646,2016-11-28T14:50:35,2016-11-29T14:32:37.059000
restaurante,El Mexicano de Guargacho,CR,Carretera,General TF 652 Las Galletas,84,38632,38035,San Miguel,Guargacho,,mexicanoguargacho@gmail.com,922731313.0,0.0,-16.63585013,28.03545562,2016-05-09T12:45:15.374000,2017-10-02T14:11:56.428000
restaurante,El Ministro,CR,Carretera,General TF 154 Portezuelo Las Toscas,70,38292,38046,Tegueste,El Socorro San Luis,,,922542853.0,,-16.35371,28.52083999,2016-05-09T12:45:15.374000,2015-08-04T13:50:59.466000
restaurante,El Mirador,CL,Calle,Valencia,4,38660,38001,Adeje,Torviscas CC Centro Costa,,,922714207.0,922752286.0,-16.73529957,28.08227519,2017-08-07T09:39:30.805000,2017-08-07T09:39:30.805000
restaurante,El Mirador,CS,Caserío,Benijo,2,38129,38038,Santa Cruz de Tenerife,Benijo,,,603516332.0,,-16.18847454,28.57468038,2017-03-14T10:12:48.364000,2017-03-14T10:12:48.364000
bar,El Mirador,CM,Camino,El Lance,1,38414,38031,Los Realejos,Icod El Alto,,,922359287.0,,-16.60576667,28.38516064,2016-05-09T12:45:15,2017-10-25T12:06:02.713000
restaurante,El Mirador,CL,Calle,El Portillo,15,38296,38023,La Laguna,San Miguel de Geneto,,,,,-16.32490492,28.45274053,2016-05-09T12:45:15.374000,2015-08-28T13:32:11.979000
restaurante,El Mirador de Alcala,CL,Calle,Mondiola,1,38686,38019,Guía de Isora,Alcala,,,922865718.0,,-16.8276281,28.20343976,2017-06-08T12:20:46.608000,2017-06-08T12:32:06.392000
restaurante,El Mirador de Los Abrigos,AV,Avenida,La Marina,7,38618,38017,Granadilla de Abona,Los Abrigos,,,922749448.0,,-16.594167,28.02903089,2016-05-09T12:45:15.374000,2017-01-24T09:44:14.049000
restaurante,El Mirador de Vistabella,CL,Calle,Sor Maria Jesus,1,38320,38038,Santa Cruz de Tenerife,Vistabella,,,922671160.0,,-16.28279774,28.46491218,2016-05-09T12:45:15.374000,2017-10-03T12:30:42.750000
bar,El Mirador del Rio,CR,Carretera,TF 5 Norte,5,38429,38034,San Juan de la Rambla,Km 46,,,,,-16.63359961,28.39409574,2016-05-09T12:45:15,2017-10-23T10:39:57.743000
restaurante,El Misil,CL,Calle,Tijarafe,69,38399,38039,Santa Úrsula,,,,649865890.0,,-16.49149714,28.41995739,2016-05-09T12:45:15.374000,2015-08-04T13:34:28.221000
bar cafeteria,El Mismo Sol,CL,Calle,Grande,8,38670,38001,Adeje,,,,600022602.0,,-16.72455972,28.12300497,2017-03-13T12:22:26.964000,2017-03-13T12:22:26.964000
restaurante,El Mocan,CM,Camino,San Francisco de Paula,37,38290,38032,El Rosario,Llano del Moro,,,922621894.0,922578581.0,-16.33077743,28.45300304,2016-05-09T12:45:15,2017-06-02T12:31:40.920000
cafeteria,El Mocan,AV,Avenida,El Palmar,26,38632,38006,Arona,El Palmar Rs El Mocan Lc 04,,,922748429.0,0.0,-16.695979,28.02386548,2016-05-09T12:45:15.374000,2016-10-06T12:09:09.199000
restaurante,El Mocan Casa Julio,CM,Camino,Mocan,58,38410,38031,Los Realejos,El Mocan,,,,,-16.57680128,28.37688901,2016-05-09T12:45:15,2016-06-01T12:26:08.804000
tasca,El Mois Jocar,CL,Calle,Punta de Teno,13,38111,38038,Santa Cruz de Tenerife,Los Alisios,,,922611012.0,,-16.30864787,28.42977497,2016-05-09T12:45:15,2016-08-23T13:37:58
bar,El Mojito,CL,Calle,Garoe,11,38530,38011,Candelaria,Las Caletillas,,,922270864.0,,-16.36063322,28.38014068,2016-11-07T14:09:38.414000,2018-02-22T10:58:04.358000
tasca,El Molino,CL,Calle,Buen Suceso,7,38430,38022,Icod de los Vinos,,,,922814579.0,,-16.71989436,28.3677481,2017-05-26T14:15:04.895000,2017-10-31T11:34:45.236000
restaurante,El Molino,AV,Avenida,Austria,40,38660,38001,Adeje,San Eugenio Alto Ed Malibu Park Lc 25,,,,,-16.72761277,28.07866714,2017-01-17T09:01:17.274000,2017-01-17T09:01:17.274000
bar cafeteria,El Molino,PS,Paseo,La Centinela,22,38430,38022,Icod de los Vinos,,,,922812354.0,0.0,-16.70903165,28.37439106,2016-05-09T12:45:15.374000,2016-03-10T11:40:14.536000
bar cafeteria,El Molino,PS,Paseo,La Libertad,3,38689,38019,Guía de Isora,Chio,es-la.facebook.com/CafeBarElMolino,,647996879.0,922852222.0,-16.79437542,28.23636854,2016-05-09T12:45:15,2017-06-08T09:29:28.415000
bar,El Molino,AV,Avenida,Los Menceyes,44,38205,38023,La Laguna,Cruz de Piedra,,,,,-16.3106164,28.47723717,2016-11-09T12:22:52.354000,2016-11-09T12:22:52.354000
restaurante,El Molino,CR,Carretera,General TF 28 Sur,73,38509,38011,Candelaria,Cruce Aroba,,,922506231.0,,-16.37508834,28.36146513,2016-05-09T12:45:15.374000,2015-08-04T10:53:32.454000
bar,El Molino de la Paz,CL,Calle,Aceviño,7,38400,38028,Puerto de la Cruz,Ur La Paz,,,,,-16.53854406,28.41495977,2016-11-21T08:34:22.126000,2016-11-21T08:34:22.126000
restaurante,El Momento,AV,Avenida,Las Gaviotas,19,38679,38001,Adeje,La Caleta de Adeje Ht Hovima Jardin Caleta Lc 07,,,676931986.0,,-16.75383995,28.09928377,2016-06-07T12:05:40,2017-04-25T09:53:45.255000
bar cafeteria,El Monje,AV,Avenida,Los Majuelos,95,38108,38023,La Laguna,Los Majuelos Ed Dacio Ferrera,,,615998500.0,,-16.30495529,28.44901238,2016-05-09T12:45:15,2017-06-27T09:54:00.680000
bar,El Monstruo,CL,Calle,Maria del Carmen Garcia,1,38631,38006,Arona,Las Galletas,,,,,-16.65616148,28.00677382,2017-08-24T09:55:07.070000,2018-07-06T11:32:57.173000
bar cafeteria arepera,El Monstruo de las Arepas,CL,Calle,Rectora Maria Luisa Tejedor,17,38320,38023,La Laguna,La Higuerita Ed Elisabeth Lc 6,,,616739305.0,,-16.29584435,28.46948513,2016-05-09T12:45:15.374000,2016-11-15T11:49:51.834000
restaurante,El Montillo,CR,Carretera,General TF 152 Norte,89,38360,38041,El Sauzal,,,,922561010.0,,-16.42504167,28.4731361,2016-05-09T12:45:15.374000,2016-06-09T12:18:19.727000
restaurante,El Moral,CM,Camino,El Moral,48,38270,38023,La Laguna,Valle de Guerra,,,922542403.0,,-16.38824518,28.5220482,2017-04-17T10:41:22,2017-06-13T10:23:03.007000
restaurante,El Moral,CR,Carretera,Nueva Corujera,75,38399,38039,Santa Úrsula,La Corujera,,,922300029.0,,-16.49808971,28.41543758,2016-05-09T12:45:15.374000,2015-08-04T13:34:28.221000
restaurante,El Morocho,CL,Calle,El Sino,50,38290,38032,El Rosario,La Esperanza,,,922548387.0,,-16.35858547,28.44833025,2016-05-09T12:45:15.374000,2016-05-24T13:09:01.873000
restaurante,El Mortero,CM,Camino,Guayadil,1,38430,38022,Icod de los Vinos,Las Lajas,,,922814955.0,,-16.70849292,28.36589948,2016-05-09T12:45:15.374000,2016-04-18T12:21:46.613000
bar,El Mosto,CL,Calle,El Juego,14,38204,38023,La Laguna,Pj Aguere Lc 08,,,,,-16.3172714,28.48710047,2016-05-09T12:45:15,2016-04-14T10:40:17
restaurante,El Muelle,AV,Avenida,La Constitucion,6,38509,38011,Candelaria,CC El Pozo Lc 1,,asyscon@gmail.com,922583886.0,922578287.0,-16.36905693,28.35785046,2016-05-09T12:45:15,2016-06-01T12:26:08.804000
bar cafeteria,El Muelle,CL,Calle,Mequinez,1,38400,38028,Puerto de la Cruz,,,,,,-16.55087181,28.41763313,2016-05-09T12:45:15.374000,2015-08-04T13:21:58.324000
bar cafeteria,El Muellito,CL,Calle,Dique,17,38120,38038,Santa Cruz de Tenerife,San Andres,,,922591321.0,0.0,-16.19171783,28.50420688,2016-05-09T12:45:15.374000,2016-05-16T14:17:15.405000
restaurante,El Murito,CR,Carretera,General TF 21 Cuesta de la Villa Granadilla,41,38613,38052,Vilaflor,,,,,,-16.638338,28.15771299,2016-05-09T12:45:15.374000,2016-05-17T10:20:13.884000
bar cafeteria,El Museo,CL,Calle,Las Palmeras,5,38418,38031,Los Realejos,El Toscal Ur Romantica,,,922362612.0,,-16.57829904,28.40292601,2016-05-09T12:45:15.374000,2016-06-01T12:29:38.797000
bar cafeteria,El Musical,CL,Calle,Siervo de Dios,40,38430,38022,Icod de los Vinos,,,,922815914.0,,-16.71787672,28.36758363,2016-05-09T12:45:15.374000,2015-09-07T11:47:55.608000
bar cafeteria,El Naufrago,CL,Calle,Galo Ponte,13,38612,38017,Granadilla de Abona,El Medano,www.facebook.com/pages/El-Naufrago,,922740663.0,,-16.53752445,28.04446954,2016-05-09T12:45:15,2016-11-29T14:54:19.347000
restaurante,El Neno,CR,Carretera,General TF 326 Palo Blanco,81,38410,38031,Los Realejos,Palo Blanco,,,,,-16.5756043,28.37243126,2016-05-25T14:46:10.003000,2016-05-25T14:46:10.003000
restaurante,El Nervioso,CR,Carretera,General TF 154 Portezuelo Las Toscas,420,38292,38046,Tegueste,El Portezuelo Alto,,,922560025.0,,-16.35619,28.49144999,2016-05-09T12:45:15,2016-05-24T09:53:31.081000
bar cafeteria,El Ney,Cl,Calle,El Farrobo,25,38440,38018,La Guancha,La Guancha,,,922130145.0,,-16.65347107,28.37004015,2017-10-31T12:04:28.483000,2023-10-18T14:04:54.665000
bar,El Niño,CL,Calle,La Resbala,15,38379,38025,La Matanza,La Resbala,,,922578121.0,,-16.45302982,28.44714396,2017-03-10T13:27:27,2017-03-10T13:27:27
bar,El Niño Loco De Las Piscinas,CR,Carretera,General El Puertito,28,38479,38042,Los Silos,Puertito de Los Silos Piscina Municipal,,,638581662.0,,-16.8136594,28.37938087,2016-05-09T12:45:15,2016-10-11T08:58:35
tasca,El Nispero,CL,Calle,Acaimo,14,38400,38028,Puerto de la Cruz,Punta Brava,,,609810738.0,,-16.56474179,28.41132213,2016-05-09T12:45:15.374000,2016-02-29T13:56:05.788000
restaurante,El Nogal,CL,Calle,Real Orotava,61,38359,38041,El Sauzal,Ravelo,,,922584951.0,,-16.413794,28.46134599,2016-05-09T12:45:15.374000,2016-06-01T12:26:08.804000
restaurante,El Nogal,CR,Carretera,General TF 51 La Escalona,8,38614,38052,Vilaflor,La Escalona Cm Real,www.hotelnogal.com,,922726050.0,,-16.66246487,28.1215418,2016-05-09T12:45:15.374000,2016-06-01T12:26:08.804000
bar cafeteria,El Norte,CR,Carretera,Provincial TF 217,165,38390,38039,Santa Úrsula,Cuesta de la Villa,,santiago@negranoche.com,922301975.0,,-16.50301865,28.418189,2016-05-09T12:45:15.374000,2018-04-11T09:40:06.103000
restaurante,El Nuevo Precio Justo,CL,Calle,Madeira,8,38590,38020,Güimar,La Caleta,,,922528250.0,,-16.38556217,28.27193064,2016-05-09T12:45:15.374000,2015-09-04T13:52:57.932000
cafeteria,El Nuevo Robin Hood,CL,Calle,Valois,14,38400,38028,Puerto de la Cruz,Ed Belair Lc 16,,,922381614.0,,-16.547563,28.41498399,2016-05-09T12:45:15,2016-09-29T10:46:51.727000
restaurante,El Obrero,AV,Avenida,Los Pescadores,29,38687,38019,Guía de Isora,Alcala,,,670311207.0,,-16.8273799,28.20122871,2016-05-09T12:45:15.374000,2016-06-09T12:18:19.727000
restaurante,El Olivo,CL,Calle,Francisco Garcia Feo,1,38612,38017,Granadilla de Abona,El Medano,,elolivo2012medano@gmail.com,922178048.0,,-16.537985,28.04470919,2016-05-09T12:45:15.374000,2015-12-15T10:05:44.953000
bar cafeteria,El Pabellon,CL,Calle,Los Cuartos,61,38410,38031,Los Realejos,La Carrera,,,,,-16.57954584,28.38897834,2016-05-09T12:45:15.374000,2016-06-01T12:21:40.859000
restaurante,El Padrino,AV,Avenida,San Francisco,2,38650,38006,Arona,Los Cristianos CC Mirador Lc 15,,,922796990.0,,-16.70761805,28.05177783,2017-08-23T08:08:01.850000,2019-02-21T11:24:52.943000
bar,El Padrino,AV,Avenida,San Matias,44,38108,38023,La Laguna,San Matias,,,,,-16.29729065,28.44144939,2017-03-14T08:01:34.545000,2017-03-14T08:01:34.545000
restaurante,El Padrino,AV,Avenida,Europa,84,38660,38001,Adeje,San Eugenio Alto CC Teide Lc 33B,,,,,-16.72508803,28.0816761,2017-08-18T09:06:34.588000,2017-08-18T09:06:34.588000
restaurante,EL Padrino,CL,Calle,El Lomo,17,38400,38028,Puerto de la Cruz,,,,696991883.0,,-16.5527128,28.41703386,2016-09-29T14:08:33.360000,2016-10-04T08:00:20.914000
bar cafeteria,El Paladar,CL,Calle,Carrera Escultor Estevez,5,38300,38026,La Orotava,CC La Carrera Lc 5,,pepepaladar@hotmail.com,922332589.0,0.0,-16.52420261,28.38991648,2016-05-09T12:45:15.374000,2016-07-15T12:13:45.997000
bar cafeteria,El Paladar de Tacoronte,CR,Carretera,General TF 152 Norte,234,38350,38043,Tacoronte,El Cantillo,,,,,-16.40363304,28.47881491,2017-01-16T13:29:44,2017-01-16T13:29:44
restaurante,El Palmar,AV,Avenida,Flamingo,2,38632,38006,Arona,El Palmar CC Muelles de Genova Lc 19A,,,642752655.0,,-16.70201245,28.02480929,2017-08-25T09:55:39.142000,2017-08-25T09:55:39.142000
restaurante,El Palmar,AV,Avenida,El Palmar,4,38632,38006,Arona,El Palmar,,,922732424.0,,-16.6858791,28.03112157,2016-05-09T12:45:15.374000,2016-11-28T13:07:38.298000
restaurante,El Palo,CL,Calle,Juan Pedro Davila Garcia,2,38008,38038,Santa Cruz de Tenerife,,,,922548894.0,,-16.27353652,28.46377923,2017-05-18T10:59:27,2018-01-17T12:17:28.404000
restaurante tasca,El Palo,CL,Calle,Pedro Juan Garcia Hernandez,2,38290,38032,El Rosario,La Esperanza,,,922548944.0,,-16.367491,28.45169099,2016-05-09T12:45:15.374000,2015-09-04T09:22:25.119000
bar,El Papeo,PZ,"Plaza, plazoleta",Franchy Alfaro,2,38300,38026,La Orotava,,,,922320787.0,,-16.52203656,28.39311162,2016-05-09T12:45:15,2017-11-23T14:21:59
bar cafeteria hamburgueseria,El Papi,CL,Calle,Doctor Antonio Gonzalez,12,38204,38023,La Laguna,,,,,,-16.3151944,28.48412362,2017-08-02T11:33:53.147000,2017-08-02T11:33:53.147000
bar,El Parador,CL,Calle,Antonio Bello,2,38632,38006,Arona,Guargacho,,,922730967.0,,-16.63984292,28.03350994,2017-08-22T13:11:37.842000,2017-08-22T13:11:37.842000
restaurante,El Paraguas,CL,Calle,La Escuela,4,38400,38028,Puerto de la Cruz,El Durazno,,,,,-16.5346673,28.40392221,2016-05-09T12:45:15.374000,2017-12-15T12:22:04.814000
bar cafeteria,El Paraguita,AV,Avenida,Francisco Afonso Carrillo,5,38400,38028,Puerto de la Cruz,Py Jardin Ed Bahia Playa,,,922371740.0,,-16.55909773,28.41174429,2016-11-17T12:25:17.636000,2016-11-17T13:07:58.651000
bar cafeteria,El Paraiso,CR,Carretera,General TF 66 Cruz del Guanche Guaza,143,38626,38006,Arona,Valle San Lorenzo,,,0.0,0.0,-16.6620625,28.07957817,2016-05-09T12:45:15.374000,2016-06-01T12:21:40.859000
restaurante pizzeria,El Paraiso,CR,Carretera,General TF 28 Sur,143,38626,38006,Arona,Valle San Lorenzo,,,0.0,0.0,-16.66095331,28.08949691,2016-05-09T12:45:15.374000,2017-11-16T14:03:11.281000
bar,El Paredon,CL,Calle,Fray Cristobal Oramas,17,38430,38022,Icod de los Vinos,Santa Barbara,,,,,-16.71140918,28.36773889,2016-11-07T09:59:14.396000,2016-11-07T09:59:14.396000
restaurante bodega,El Pariente Casa Marcelino,CL,Calle,Preventorio,17,38290,38032,El Rosario,La Esperanza Las Rosas,,,922297171.0,,-16.372414,28.43682899,2016-05-09T12:45:15.374000,2015-09-04T07:41:02.907000
restaurante,El Parque,CM,Camino,La Cañada TF 237,156,38297,38023,La Laguna,El Ortigal,,,922637504.0,,-16.36403541,28.47823105,2017-11-30T14:50:14,2019-01-29T11:55:18.087000
bar,El Parque de las Armas,AV,Avenida,Amsterdam,9,38650,38006,Arona,Los Cristianos Ed Funchal Lc 09,,,,,-16.70974009,28.05265181,2017-08-24T10:06:37.010000,2017-08-24T10:06:37.010000
restaurante,El Parque Marisqueria,CL,Calle,Chacerquen,17,38111,38038,Santa Cruz de Tenerife,Los Alisios,,,,,-16.30646955,28.42824702,2016-05-09T12:45:15.374000,2015-08-04T10:47:03.881000
bar,El Parral,CL,Calle,Garachico,58,38008,38038,Santa Cruz de Tenerife,Salud Alto,,,922204553.0,,-16.27880264,28.47191243,2016-11-22T12:55:21.845000,2016-11-22T12:55:21.845000
restaurante,El Parral,AV,Avenida,Sor Soledad Cobian,16,38300,38026,La Orotava,,,,922336854.0,,-16.52082645,28.39174353,2017-06-14T09:49:45.673000,2017-07-13T07:23:12.641000
restaurante,El Parral Casa Lola,CL,Calle,La Amistad,65,38500,38020,Güimar,,,,922511667.0,,-16.416037,28.31523499,2016-05-09T12:45:15.374000,2016-11-08T13:58:21.676000
bar cafeteria,El Parralito,AV,Avenida,Los Majuelos,19,38107,38038,Santa Cruz de Tenerife,El Sobradillo Ed Sobrall,,parralitotenerife@gmail.com,661044126.0,,-16.3132053,28.44219918,2016-05-09T12:45:15.374000,2016-05-12T09:53:08.334000
restaurante,El Parralito,PS,Paseo,Concepcion Castillo Romero,42,38434,38022,Icod de los Vinos,Buen Paso,,,922810245.0,,-16.68487623,28.38056078,2016-05-09T12:45:15,2017-10-31T11:42:56.398000
restaurante,El Parralito,CM,Camino,El Reventon,11,38438,38022,Icod de los Vinos,Cueva del Viento,,,,,-16.71282356,28.35455856,2016-05-09T12:45:15,2015-08-04T13:10:36
restaurante tasca,El Parranda,CL,Calle,Las Toscas,7,38428,38034,San Juan de la Rambla,,,,636707934.0,,-16.644199,28.37966299,2016-05-09T12:45:15,2016-05-24T12:17:41.909000
bar,El Pasajero,CL,Calle,San Juan Bosco,1,38300,38026,La Orotava,Ed Temait Lc 03,,,,,-16.5194851,28.39346183,2016-05-09T12:45:15,2016-06-01T12:33:56
bar,El Paseo,CL,Calle,Los Chorrillos,2,38686,38019,Guía de Isora,Alcala,,,922866839.0,,-16.83077532,28.20206865,2017-06-08T09:06:08.786000,2017-06-13T08:57:25.059000
bar cafeteria,El Paseo Pezzulla,CL,Calle,Piedra Redonda,18,38670,38001,Adeje,La Postura Ed Alba Lc 6,,,634070281.0,,-16.72926865,28.12236931,2016-05-09T12:45:15.374000,2017-05-18T12:41:03.226000
bar,El Pasil,AV,Avenida,Los Playeros,41,38650,38006,Arona,Los Cristianos,,,,,-16.71816802,28.05133239,2017-08-22T12:15:11.298000,2017-08-22T12:15:11.298000
bar cafeteria,El Pasito,CL,Calle,El Vecino,5,38296,38023,La Laguna,San Bartolome de Geneto,,,,,-16.30765566,28.45967036,2016-05-09T12:45:15,2016-04-25T14:36:43
bar cafeteria,El Paso,AV,Avenida,Los Abrigos,22,38618,38017,Granadilla de Abona,Los Abrigos,,,922796716.0,,-16.59229946,28.02968631,2016-05-09T12:45:15.374000,2016-04-27T13:01:42.132000
bar,El Paso,CL,Calle,España,2,38190,38032,El Rosario,Tabaiba Baja Ed Oceania,,,922485070.0,,-16.33252218,28.40482858,2016-05-09T12:45:15,2017-11-15T14:33:52.764000
restaurante,El Paso,AV,Avenida,San Francisco,12,38650,38006,Arona,Los Cristianos Ur Oasis del Sur Ed Castle Harbour,,,922750042.0,,-16.70475807,28.05518085,2017-03-29T15:00:08,2018-06-20T11:43:05.860000
bar,El Paso,CL,Calle,Tosca de Ana Maria,2,38390,38039,Santa Úrsula,,,,,,-16.47758988,28.42546323,2017-01-16T10:47:32.677000,2017-01-16T10:47:32.677000
bar cafeteria hamburgueseria,El Paso,CL,Calle,Juan Rumeu Garcia,19,38008,38038,Santa Cruz de Tenerife,Bq 4 Lc 05,,,,,-16.27441411,28.46473947,2017-05-18T10:57:38.577000,2017-05-18T10:57:38.577000
restaurante,El Patio,AV,Avenida,La Iglesia,4,38690,38040,Santiago del Teide,,www.elpatiosantiagodelteide.com,,922863204.0,922839201.0,-16.81508312,28.29302434,2016-05-09T12:45:15.374000,2016-11-07T08:55:20.991000
guachinche,El Patio,CL,Calle,Los Zarzales,146,38399,38039,Santa Úrsula,La Corujera,,,922300904.0,,-16.49315437,28.41605634,2016-05-09T12:45:15.374000,2015-08-04T13:34:28.221000
restaurante,El Patio,CR,Carretera,General TF 152 Norte,191,38350,38043,Tacoronte,El Torreon,,,,,-16.40017577,28.48108443,2016-05-09T12:45:15.374000,2015-09-08T15:54:44.168000
restaurante,El Patio,CL,Calle,Tijarafe,79,38390,38039,Santa Úrsula,,,,922300221.0,,-16.49122026,28.41913283,2017-01-16T12:05:07.149000,2017-01-16T12:05:07.149000
restaurante,El Patio,CL,Calle,Tosca de la Iglesia,70,38390,38039,Santa Úrsula,,,,,,-16.48913151,28.42157297,2017-01-16T10:45:08.710000,2017-01-16T10:45:08.710000
bar cafeteria,El Patio,AV,Avenida,Quinto Centenario,28,38683,38040,Santiago del Teide,Puerto de Santiago Ed Santiago Beach Lc 6,,,922863204.0,,-16.8422698,28.23624994,2016-05-09T12:45:15,2018-06-22T08:32:30.430000
restaurante,El Patio,CL,Calle,La Entrada,17,38680,38019,Guía de Isora,,,,0.0,,-16.78062902,28.21143917,2016-05-09T12:45:15.374000,2016-03-10T11:40:14.536000
restaurante,El Patio,AU,"Autopista, autovía",TF 5 Santa Cruz La Laguna,7,38296,38023,La Laguna,CC Alcampo La Laguna,,,922632435.0,,-16.30576195,28.46255938,2016-05-09T12:45:15.374000,2015-08-26T10:46:37.756000
bar,El Patio de Tania,CL,Calle,Horacio Nelson,13,38006,38038,Santa Cruz de Tenerife,,,,922276064.0,,-16.25968284,28.47052765,2017-04-17T13:25:18.673000,2017-04-17T13:25:18.673000
restaurante,El Patio del Puerto,PZ,"Plaza, plazoleta",Benito Perez Galdos,8,38400,38028,Puerto de la Cruz,La Placeta,,,,,-16.55403314,28.41735707,2016-05-09T12:45:15.374000,2015-08-04T13:21:58.324000
restaurante,El Patio Guimarero,AV,Avenida,Obispo Perez Caceres,21,38500,38020,Güimar,,,,663345884.0,,-16.410313,28.31465899,2016-05-09T12:45:15.374000,2016-01-04T10:14:04.816000
tasca,El Patio San Isidro,CL,Calle,Garachico,20,38611,38017,Granadilla de Abona,San Isidro,,,,,-16.55839818,28.0880693,2016-11-29T14:56:25.128000,2016-11-29T14:56:25.128000
bar,El Patito Feo,CM,Camino,La Arbeja,116,38312,38026,La Orotava,La Perdoma,,,,,-16.55264514,28.38365327,2016-05-09T12:45:15,2015-08-04T13:23:16
restaurante,El Patriarca,AV,Avenida,El Palmar,41,38632,38006,Arona,El Palmar,,,922730803.0,,-16.70083913,28.024017,2017-08-25T10:36:17.954000,2017-08-25T10:36:17.954000
bar cafeteria,El Pazo,AV,Avenida,Los Abrigos,5,38618,38017,Granadilla de Abona,Los Abrigos,,,670800160.0,922749327.0,-16.593302,28.02985359,2016-05-09T12:45:15.374000,2015-12-09T08:59:51.748000
restaurante,El Pedregal,CR,Carretera,General TF 28 Sur,1,38589,38005,Arico,Arico Viejo La Degollada,,,677795596.0,,-16.48043844,28.1819827,2019-03-21T10:12:26.112000,2019-03-21T10:12:26.112000
bar,El Pedrero,AV,Avenida,Santa Cruz,61,38611,38017,Granadilla de Abona,San Isidro,,,822258359.0,,-16.5589902,28.0806491,2016-05-09T12:45:15.374000,2016-05-19T12:49:08.612000
