actividad_tipo,nombre,tipo_via_codigo,tipo_via_descripcion,direccion_nombre_via,direccion_numero,direccion_codigo_postal,municipio_codigo,municipio_nombre,referencia,web,email,telefono,fax,longitud,latitud,fecha_creacion,fecha_actualizacion
actividades deporte ocio,CEUD Puntalarga,CL,Calle,Jose Rodriguez Ramirez,8,38509,38011,Candelaria,Campo Futbol Candelaria Punta Larga,,,,,-16.36734803,28.36722492,2018-05-15T12:43:11,2018-05-29T10:10:24.582000
actividades deporte ocio,CF Mesias Arico Aficionado,CL,Calle,Victor,22,38260,38005,Arico,Las Listadas,,,649178213.0,,-16.46164988,28.12264242,2018-05-15T09:34:55.987000,2018-05-25T13:59:22.166000
actividades deporte ocio,Ciclistas Cachibache,CL,Calle,Volcan Poniente,14,38450,38015,Garachico,,,,922831271.0,,-16.7662545,28.37141037,2018-05-16T11:51:52.692000,2018-05-16T11:51:52.692000
actividades deporte ocio,Ciclistas Grunovel,CL,Calle,Chajoigo,4,38510,38011,Candelaria,Barranco Hondo,,,620899241.0,,-16.36027249,28.4017461,2018-05-15T12:59:38.250000,2018-05-15T12:59:38.250000
actividades deporte ocio,Cines Yelmo,AV,Avenida,Manuel Hermoso Rojas,16,38003,38038,Santa Cruz de Tenerife,CC Meridiano Pt 2 N K0,www.yelmocines.es/cines-tenerife,www.yelmocines.es/contacto,922235334.0,,-16.25856664,28.45658353,2016-05-09T12:45:15.374000,2016-03-17T13:20:14.794000
actividades deporte ocio,Circuito BMX,CL,Calle,Casiano Alfonso Hernandez,3,38639,38035,San Miguel,P I Las Chafiras,,,,,-16.62089017,28.04791907,2017-02-15T11:40:07,2017-02-16T13:51:26
actividades deporte ocio,Circuito de Motocross,CR,Carretera,General TF 65 Los Abrigos,155,38628,38035,San Miguel,Aldea Blanca,,,,,-16.61832246,28.07158552,2016-05-09T12:45:15,2015-08-04T12:03:19
actividades deporte ocio,Circuito Municipal Automocion La Puntilla,CL,Calle,Antiguo Calvario,0,38390,38039,Santa Úrsula,El Calvario,www.santaursula.es,deportes@aytosantaursula.com,922301640.0,,-16.50023705,28.4230949,,2018-03-02T12:43:41.703000
actividades deporte ocio,Ciudad Deportiva Club Deportivo Tenerife,CM,Camino,San Francisco de Paula TF 265,57,38296,38023,La Laguna,Los Baldios,,,,,-16.32186006,28.47226468,2016-05-09T12:45:15,2018-02-16T13:16:32.971000
actividades deporte ocio,Ciudad Deportiva Tacoronte,CM,Camino,Guimaraes,3,38340,38043,Tacoronte,La Luz,,,,,-16.38465959,28.48301799,2016-05-09T12:45:15.374000,2015-08-04T14:09:16.564000
actividades deporte ocio,Club Akitas Artes Marciales,CL,Calle,Comandante Sanchez Pinto,3,38006,38038,Santa Cruz de Tenerife,,,,629288012.0,,-16.26035917,28.46970847,2016-05-09T12:45:15.374000,2016-06-21T08:05:00.742000
actividades deporte ocio,Club Ciclista Oncedientes,PZ,"Plaza, plazoleta",Del Principe,0,38360,38041,El Sauzal,,www.oncedientes.es,oncedientes@gmail.com,656803810.0,,-16.43665732,28.47910762,2018-05-16T10:21:22,2022-04-28T14:05:22.728000
actividades deporte ocio,Club Ciclista Villa de Adeje,AV,Avenida,Los Pueblos,22,38660,38001,Adeje,Py Americas Rs Palmeras del Sur Lc 10,,,922794234.0,,-16.73152608,28.07844144,2018-05-14T14:10:56.856000,2018-05-14T14:10:56.856000
actividades deporte ocio,Club Colombofilo,CL,Calle,Faisan,18,38108,38038,Santa Cruz de Tenerife,El Sobradillo,,,922621265.0,,-16.31453216,28.44329935,2018-04-17T10:45:32.585000,2018-04-17T10:45:32.585000
actividades deporte ocio,Club Colombofilo Abona Sur,CL,Calle,Los Deportes,0,38611,38017,Granadilla de Abona,San Isidro Campo de Lucha Pollito de la Barriada,,ccabonasur@teidemail.com,922392067.0,,-16.5630152,28.08222886,2018-04-17T10:37:27.535000,2018-06-25T11:29:11.414000
actividades deporte ocio,Club Colombofilo Adexe,CL,Calle,San Sebastian,17,38670,38001,Adeje,Antigua Coorperativa,https://es-es.facebook.com/CCADEXE/,ccadexe@teidemail.com,922780350.0,,-16.72520863,28.12174558,2018-04-17T10:24:54.711000,2018-04-17T10:24:54.711000
actividades deporte ocio,Club Colombofilo Ala Roja,CL,Calle,Dique,7,38120,38038,Santa Cruz de Tenerife,San Andrés,,,922591427.0,,-16.19246841,28.50373678,2018-04-17T10:22:35.433000,2018-04-17T10:22:35.433000
actividades deporte ocio,Club Colombofilo Alas del Norte,CL,Calle,Rosario Sotomayor ,4,38400,38028,Puerto de la Cruz,Pabellon de Deportes Miguel Angel Diaz Molina,,,,,-16.554583,28.41231083,2018-04-17T10:56:56,2018-12-04T08:46:22.490000
actividades deporte ocio,Club Colombofilo Buen Viaje ,CL,Calle,La Vigilia,7,38683,38040,Santiago del Teide,Puerto de Santiago,,,922391408.0,,-16.84171559,28.23829259,2018-04-17T11:14:04.276000,2018-04-17T11:14:04.276000
actividades deporte ocio,Club Colombofilo Costa Sur,CL,Calle,Juan de Avila,9,38430,38038,Santa Cruz de Tenerife,,,,922230702.0,,-16.27420354,28.45132453,2018-04-17T10:22:35.433000,2018-04-17T10:22:35.433000
actividades deporte ocio,Club Colombofilo Cultural El Cabo,AV,Avenida,Buenos Aires,23,38003,38038,Santa Cruz de Tenerife,,,,922225641.0,,-16.25278035,28.46079762,2018-04-17T10:32:05.262000,2018-04-17T10:32:05.262000
actividades deporte ocio,Club Colombofilo Drago,CM,Camino,Hibisco,15,38108,38022,Icod de los Vinos,,,ccdrago@teidemail.com,922122160.0,,-16.69851383,28.36910998,2018-04-17T10:08:38.142000,2018-04-17T10:08:38.142000
actividades deporte ocio,Club colombofilo Gran Fondo,CL,Calle,Magistral Luis Reyes,16,38320,38023,La Laguna,La Cuesta,,,922650072.0,,-16.28435593,28.46566387,2018-04-09T13:46:23.802000,2018-04-09T13:46:23.802000
actividades deporte ocio,Club Colombofilo Mensajeras de Arona,CL,Calle,Morritos Altos,28,38326,38006,Arona,Las Rosas del Guanche - Buzanada,,,922722063.0,,-16.65223443,28.07428573,2018-04-17T10:53:04.636000,2018-04-17T10:53:04.636000
actividades deporte ocio,Club Colombofilo Portuense,AV,Avenida,Jose Campos Llarena,6,38400,38028,Puerto de la Cruz,,,,922382164.0,,-16.55730289,28.41373012,2018-04-17T13:09:10.576000,2018-06-04T13:36:47.930000
actividades deporte ocio,Club Colombofilo Real Hesperides,CL,Calle,Tahodio,3,38296,38023,La Laguna,San Bartolome de Genero,,,,,-16.31177039,28.46196006,2016-05-23T09:28:26.805000,2016-05-23T09:28:26.805000
actividades deporte ocio,Club Colombofilo Taco,CL,Calle,San Bartolome,31,38006,38023,La Laguna,San Matías,,,922614050.0,,-16.29926515,28.44029788,2018-04-17T10:08:38.142000,2018-04-17T10:08:38.142000
actividades deporte ocio,Club Colomboligo Nuevos Horizontes,CL,Calle,La Quiebra,22,38650,38006,Arona,Barranco Oscuro - Buzanada,http://ccnuevoshorizontes.freevar.com/,ccnuevoshorizontes@hotmail.com,922728233.0,,-16.65953441,28.07950363,2018-04-17T11:11:49.748000,2018-04-17T11:11:49.748000
actividades deporte ocio,Club de Buceo Rincon de Arona,PS,Paseo,Rincon del Puerto,1,38650,38006,Arona,Los Cristianos,,,0.0,0.0,-16.7193205,28.04926464,2016-05-09T12:45:15,2017-11-14T10:06:08.272000
actividades deporte ocio,Club de Deportes Nauticos Cetaceos de Canarias,PS,Paseo,Rincon del Puerto,1,38650,38006,Arona,Los Cristianos,www.cetaceosdecanarias.com,javier@lucesdeloceano.com,922795574.0,922795574.0,-16.71945648,28.04918414,2016-05-09T12:45:15,2017-11-14T10:06:08.272000
actividades deporte ocio,Club de Juegos y Deportes Tradicionales y Autoctonos Acentehu,CL,Calle,Cancelillas,36,38359,38041,El Sauzal,Ravelo,,,620085085.0,,-16.42684584,28.45922297,2018-05-16T10:23:48.149000,2022-04-28T14:05:22.728000
actividades deporte ocio,Club de Padel San Miguel,AV,Avenida,Lucio Diaz Flores Feo,45,38639,38035,San Miguel,Z I Llano Del Camello,www.clubdepadelsanmiguel.com,asierw@hotmail.com,922703680.0,,-16.61731248,28.05534365,2017-02-15T11:40:07,2017-09-22T10:32:44.952000
actividades deporte ocio,Club de Pesca Ocira,AV,Avenida,Ocira,0,38588,38005,Arico,Abades Polideportivo,,,922706150.0,,-16.44170624,28.14424793,2018-05-15T10:40:47.526000,2018-05-29T10:09:33.411000
actividades deporte ocio,Club de Tenis,CL,Calle,Isla de la Graciosa,34,38400,38028,Puerto de la Cruz,San Fernando,,,0.0,,-16.54151913,28.40498846,2016-05-09T12:45:15.374000,2015-08-04T13:21:58.324000
actividades deporte ocio,Club de Tenis La Florida,CR,Carretera,General TF 28 Sur,1,38626,38006,Arona,Valle San Lorenzo La Florida,,,922766235.0,0.0,-16.66856802,28.08550767,2016-05-09T12:45:15.374000,2015-08-04T12:31:10.347000
actividades deporte ocio,Club de Tenis Las Palmeras,AV,Avenida,Rafael Puig Lluvina,28,38650,38006,Arona,Py Americas Hotel H10 Las Palmeras,,h10.las.palmeras@h10.es,922790991.0,922790274.0,-16.73254838,28.06073075,2016-05-09T12:45:15.374000,2017-08-11T10:37:06.586000
actividades deporte ocio,Club de Tenis Puerto de la Cruz,CL,Calle,Hibisco,4,38400,38028,Puerto de la Cruz,El Durazno Jardines La Quintana,www.cdopuertodelacruz.com,,922383784.0,,-16.53973164,28.40954031,2016-05-09T12:45:15,2018-11-14T13:20:38.558000
actividades deporte ocio,Club de Vela Calderon,AV,Avenida,Atlantico,6,38631,38006,Arona,Las Galletas,,cvcalderon@hotmail.com,629878102.0,0.0,-16.66202664,28.00918009,2016-05-09T12:45:15.374000,2015-08-04T12:36:55.984000
actividades deporte ocio,Club Deportio Igueste,CL,Calle,Ajoreña,85,38520,38011,Candelaria,Igueste de Candelaria,,,922506933.0,922506933.0,-16.37202792,28.38052615,2018-05-15T13:39:24.955000,2018-05-15T13:39:24.955000
actividades deporte ocio,Club Deportiva Daruma,CL,Calle,Chabu,19,38670,38001,Adeje,,,,696439750.0,,-16.756433,28.13857501,2018-04-17T14:04:51.522000,2018-04-17T14:04:51.522000
actividades deporte ocio,Club Deportivo AD Tensalus,CL,Calle,Dona,20,38108,38023,La Laguna,Taco,,,669042012.0,,-16.29828871,28.44906451,2018-04-09T13:32:24.652000,2018-04-09T13:32:24.652000
actividades deporte ocio,Club Deportivo Adeje Casa Fuerte,CL,Calle,Verode,24,38677,38001,Adeje,,,,677878753.0,,-16.75634191,28.1377263,2018-04-17T12:30:04.761000,2018-06-13T13:58:44.183000
actividades deporte ocio,Club Deportivo Aireymar,CL,Calle,Nueva Poris de Abona,4B,38588,38005,Arico,Poris de Abona,,,627312941.0,,-16.43399799,28.1636848,2018-05-15T09:14:16.347000,2018-07-09T10:42:48.633000
actividades deporte ocio,Club Deportivo Ajedrez Chiñaco,CL,Calle,La Alhondiga,5,38480,38010,Buenavista del Norte,,,,922128088.0,,-16.85094176,28.37176575,2018-05-15T11:08:41.155000,2022-04-28T14:08:16.334000
actividades deporte ocio,Club Deportivo Alexis y Jorge Racing Team,CL,Calle,San Antonio ,18,38440,38018,La Guancha,,,,667668943.0,,-16.65330991,28.37723204,2018-05-16T12:11:32.100000,2018-05-16T12:11:32.100000
actividades deporte ocio,Club Deportivo Ameñime,CL,Calle,Ruben Dario,20,38670,38001,Adeje,Campo de Futbol Armeñime,,angelcalao@hotmail.com,616902121.0,,-16.7528503,28.13140027,2018-04-17T13:09:10.576000,2018-04-17T13:09:10.576000
actividades deporte ocio,Club Deportivo Amigolf,AV,Avenida,Ayyo,10,38670,38001,Adeje,,,administracion@imegal.es,922781410.0,,-16.73789712,28.12756491,2018-04-17T13:09:10.576000,2018-04-17T13:09:10.576000
actividades deporte ocio,Club Deportivo Amorseco,Cl,Calle,El Calvario,24,38440,38018,La Guancha,La Guancha,,amorsecoguancha@gmail.com,,,-16.65357589,28.37529077,2018-05-16T12:13:44.799000,2023-10-18T14:04:54.665000
actividades deporte ocio,Club Deportivo Añavingo Arafo,TS,Trasera,Primera San Bernardo,5,38550,38004,Arafo,,,,922512665.0,,-16.41889091,28.33456623,2018-05-15T08:07:19.826000,2023-11-13T13:21:07.262000
actividades deporte ocio,Club Deportivo ArcoTeide,CM,Camino,Puertito,2,38240,38023,La Laguna,Punta de Hidalgo,http://clubarcoteide.blogspot.com.es,clubarcoteide@gmail.com,677510039.0,,-16.33174297,28.5644298,2018-04-09T12:38:21.248000,2018-04-09T12:38:21.248000
actividades deporte ocio,Club Deportivo Archifira,CL,Calle,Aldea,49,38570,38012,Fasnia,,,,626380682.0,,-16.44523914,28.23613764,2018-05-16T09:43:02.149000,2018-05-16T09:43:02.149000
actividades deporte ocio,Club Deportivo ATBITOCAZPE 4X4,CL,Calle,La Cruz,43,38670,38001,Adeje,Bar Rincon del Me,,,922780557.0,,-16.73364777,28.12130994,2018-04-17T13:15:12.270000,2018-04-17T13:15:12.270000
actividades deporte ocio,Club Deportivo Atletico CHENET,CL,Calle,La Mesana,16,38660,38001,Adeje,El Galeon,,presidente@atleticochenet.com,902103440.0,,-16.73130906,28.11860616,2018-04-17T13:54:55.912000,2018-04-17T13:54:55.912000
actividades deporte ocio,Club Deportivo Automovilistico Cacharrito Sport,CL,Calle,San Antonio,14,38550,38004,Arafo,,,,922524858.0,,-16.42423183,28.34233186,2018-05-15T08:35:04.797000,2018-05-15T08:35:04.797000
actividades deporte ocio,Club Deportivo Automovilistico Turcan Club,TS,Trasera,Primera Alagon,3,38550,38004,Arafo,,,,639847186.0,,-16.42036081,28.33567817,2018-05-15T09:05:42.703000,2023-11-13T13:21:07.262000
actividades deporte ocio,Club Deportivo Awaray 4x4,CL,Calle,Las Casitas,8,38589,38005,Arico,,,,922768072.0,,-16.47017325,28.19690204,2018-05-15T09:32:29.022000,2018-05-15T09:32:29.022000
actividades deporte ocio,Club Deportivo Baloncesto Icocia 1979,CL,Calle,Onesimo Redondo,7,38550,38004,Arafo,,,,922261164.0,,-16.41743442,28.34003183,2018-05-15T08:50:13.790000,2018-05-15T08:50:13.790000
actividades deporte ocio,Club Deportivo Botadon,CL,Calle,Inglaterra,4,38530,38011,Candelaria,Ed Aquamarina Vd 40,www.botacon.com,,652676380.0,,-16.36923667,28.36169634,2018-05-15T12:43:11.776000,2019-02-14T09:54:31.531000
actividades deporte ocio,Club Deportivo Buceo Facil Canarias,CL,Calle,Marruecos,89,38670,38001,Adeje,,,,609672941.0,,-16.76682954,28.16224568,2018-04-17T13:27:13.314000,2018-04-17T13:27:13.314000
actividades deporte ocio,Club Deportivo Buenavista-Tenerife,CL,Calle,La Alhondiga,5,38480,38010,Buenavista del Norte,,,,922127053.0,,-16.85094391,28.3717679,2018-05-15T10:59:19.201000,2022-04-28T14:06:08.477000
actividades deporte ocio,Club Deportivo Centro Hipico Veronica,CL,Calle,Tenerife,9,38670,38001,Adeje,Edificio Las Nieves,,,922691301.0,922717190.0,-16.72835318,28.10724167,2018-04-17T13:40:27.841000,2018-05-29T10:06:16.588000
actividades deporte ocio,Club Deportivo CFA Los Olivos 99,CL,Calle,Piedra Redonda,29,38670,38001,Adeje,Los Olivos,,,922711126.0,,-16.72994695,28.12183232,2018-04-17T13:27:13.314000,2018-04-17T13:27:13.314000
actividades deporte ocio,Club Deportivo Cibeles Adeje,CL,Calle,Mesana,14,38670,38001,Adeje,El Galeon Rs Varadero B1,,,626115140.0,,-16.73139486,28.11848819,2018-04-17T13:54:55.912000,2018-11-19T13:10:04.630000
actividades deporte ocio,Club Deportivo Ciclismo Bujame,CL,Calle,El Puente,20,38480,38010,Buenavista del Norte,,,,659625731.0,,-16.85245403,28.37001968,2018-05-15T11:00:40.777000,2022-04-28T14:06:08.477000
actividades deporte ocio,Club Deportivo Ciclista Higa,CL,Calle,El Carmen ,10,38580,38005,Arico,Villa de Arico Centro Municipal de Servicios Sociales,,,646800864.0,,-16.50024262,28.16485493,2018-05-15T10:19:52.965000,2018-11-30T08:59:16.676000
actividades deporte ocio,Club Deportivo Ciclista Plato Chico,CL,Calle,Capitan Nuñez,11,38550,38004,Arafo,,,,659018466.0,,-16.42344379,28.33766154,2018-05-15T08:54:26.096000,2018-05-15T08:54:26.096000
actividades deporte ocio,Club Deportivo Ciclista Tayda,CL,Calle,Laurisilva,44,38360,38041,El Sauzal,La Baranda,,,922621164.0,,-16.43647177,28.4695809,2018-05-16T11:09:36.282000,2018-05-16T11:09:36.282000
actividades deporte ocio,Club Deportivo Ciclistas ADGE,CL,Calle,Castillo,4,38670,38001,Adeje,,,,922782761.0,,-16.72637014,28.12368478,2018-04-17T12:33:11.804000,2018-04-17T12:33:11.804000
actividades deporte ocio,Club Deportivo CL Añavingo-Chimisay,CL,Calle,Luis Otazo Marrero,41,38550,38004,Arafo,,,,607523495.0,,-16.40613857,28.34036002,2018-05-15T08:12:37.275000,2018-05-15T08:12:37.275000
actividades deporte ocio,Club Deportivo Colombofilo Pegasus,CL,Calle,Sanson y Barrios,29,38009,38038,Santa Cruz de Tenerife,,,,922202813.0,,-16.27064111,28.45811342,2018-04-17T11:16:37.647000,2018-04-17T11:16:37.647000
actividades deporte ocio,Club Deportivo Conexion Toma a Tierra,CL,Calle,Camino Viejo,14,38280,38046,Tegueste,2ºA,,,661222562.0,,-16.33830767,28.52002077,2018-05-16T13:53:15.818000,2018-05-16T13:53:15.818000
actividades deporte ocio,Club Deportivo Corcheo Mar Candelaria,AV,Avenida,La Constitucion,6,38530,38011,Candelaria,CC El Pozo 1 -2º Bajo,,,609851133.0,,-16.36886128,28.35801489,2018-05-15T13:02:48.792000,2018-05-15T13:02:48.792000
actividades deporte ocio,Club Deportivo CRM Raptor,CL,Calle,Santa Rosa de Lima,6,38108,38023,La Laguna,,,,605981045.0,,-16.29738135,28.43803143,2018-04-09T12:59:43.452000,2018-04-09T12:59:43.452000
actividades deporte ocio,Club Deportivo Cheetah Hockey Club,CL,Calle,La Botavara,1,38670,38001,Adeje,Residencial Los Abalos 12,,,692287888.0,,-16.73308302,28.11538215,2018-04-17T13:54:55.912000,2018-06-20T15:02:41.420000
actividades deporte ocio,Club Deportivo Chiguergue,CL,Calle,Luis Braille,30,38550,38004,Arafo,Campo Municipal de Futbol,,,609925163.0,,-16.42050935,28.33443806,2018-05-15T08:22:00.723000,2018-05-29T10:06:16.588000
actividades deporte ocio,Club Deportivo Chikara,CL,Calle,La Pimienta,8,38280,38046,Tegueste,,,,646872250.0,,-16.34027683,28.52588964,2018-05-16T13:51:45.805000,2018-05-16T13:51:45.805000
actividades deporte ocio,Club Deportivo de Ajedrez Dama,CL,Calle,Lepanto,14,38360,38041,El Sauzal,,,,635314319.0,,-16.43623421,28.47764362,2018-05-16T10:27:51.424000,2022-04-28T14:05:22.728000
actividades deporte ocio,Club Deportivo de Atletismo Bolico Buenavista,CL,Calle,La Alhondiga,5,38480,38010,Buenavista del Norte,,,,630392711.0,,-16.85094284,28.37176897,2018-05-15T10:59:19.201000,2022-04-28T14:06:08.477000
actividades deporte ocio,Club Deportivo de Billar Banot Lujo,CL,Calle,La Candelaria,30,38550,38004,Arafo,,,,630937929.0,,-16.41659463,28.33485045,2018-05-15T08:22:00.723000,2018-05-15T08:22:00.723000
actividades deporte ocio,Club Deportivo de Buceo ARISUB,CL,Calle,La Degollada,30,38589,38005,Arico,La Degollada,,,610346130.0,,-16.48404746,28.18175581,2018-05-15T09:27:05.233000,2018-05-15T09:27:05.233000
actividades deporte ocio,Club Deportivo de Buceo Chichasub,RB,Rambla,Los Menceyes,20,38530,38011,Candelaria,,,,636662013.0,,-16.36453372,28.36879724,2018-05-15T12:55:45.756000,2018-05-15T12:55:45.756000
actividades deporte ocio,Club Deportivo de Buceo Los Acantilados,CL,Calle,Cardon,2,38360,38041,El Sauzal,,,,619099010.0,,-16.43449457,28.48098025,2018-05-16T10:51:05.060000,2022-04-28T14:05:22.728000
actividades deporte ocio,Club Deportivo de Caza Esquizuchil,CL,Calle,Camino Real,56,38613,38052,Vilaflor,La Escalona,,,656905107.0,,-16.66999199,28.1146147,2018-05-16T13:14:03.894000,2018-05-16T13:14:03.894000
actividades deporte ocio,Club Deportivo de Futbol Sala La Zarza,CL,Calle,Calvario,17,38570,38012,Fasnia,La Zarza,,,922530593.0,,-16.4558577,28.23597542,2018-05-16T10:04:43.772000,2022-04-28T14:05:22.728000
actividades deporte ocio,Club Deportivo de Futbol Speedy Veteranos de Fañabe,CL,Calle,Isla de Tenerife ,151,38670,38001,Adeje,Fañabe,,,647010172.0,,-16.73126224,28.10812898,2018-05-14T13:41:24.645000,2018-05-14T13:41:24.645000
actividades deporte ocio,Club Deportivo de Luchas Brisas del Teide ,CL,Calle,Emiliano Diaz Castro,32,38570,38012,Fasnia,Terreno Insular de Lucha Benildo Frias,,,659663187.0,,-16.43935312,28.23509514,2018-05-16T09:49:10.015000,2018-05-16T09:49:10.015000
actividades deporte ocio,Club Deportivo de Padel Los Puntales Ayyo,CL,Calle,Acaymo,12,38670,38001,Adeje,La Atalaya,,,922711800.0,,-16.73407457,28.12487562,2018-04-30T09:22:18.649000,2018-04-30T09:22:18.649000
actividades deporte ocio,Club Deportivo de Parapente Maseis de Costa Adeje,CL,Calle,La Hoyita,8,38670,38001,Adeje,,,,637559222.0,,-16.73103718,28.12292469,2018-04-30T09:32:01.212000,2018-04-30T09:32:01.212000
actividades deporte ocio,Club Deportivo de Surf Las Cruces Las Arenas,AV,Avenida,La Constitucion,18,38480,38010,Buenavista del Norte,,,,620928262.0,,-16.84780516,28.36864256,2018-05-15T11:19:26.139000,2018-05-15T11:19:26.139000
actividades deporte ocio,Club Deportivo de Tenis de Mesa ACOROMA,CR,Carretera,General TF 28 Sur,128,38350,38011,Candelaria,El Falsete,,,615933401.0,,-16.38023168,28.35047502,2018-05-15T12:06:01.411000,2018-06-04T13:36:47.930000
actividades deporte ocio,Club Deportivo de Tiro al Plato Jepafar Costa Adeje,CL,Calle,Virden de Fatima,24,38670,38001,Adeje,Barrio Los Menores,,,922780214.0,922780214.0,-16.75448315,28.14034039,2018-04-30T08:49:32.262000,2018-04-30T08:49:32.262000
actividades deporte ocio,Club Deportivo de Tiro Olimpico El Bronco,AV,Avenida,Los Pueblos,22,38660,38001,Adeje,Py Americas Rs Palmeras del Sur Nº 3-2,,,,,-16.73152089,28.07847435,2018-04-23T09:59:46.217000,2018-04-23T09:59:46.217000
actividades deporte ocio,Club Deportivo Delycar,CL,Calle,Manuel Bello Ramos,15,38670,38001,Adeje,,,,690863720.0,,-16.72662373,28.11984815,2018-04-23T09:44:38.631000,2019-02-14T07:55:07.076000
actividades deporte ocio,Club Deportivo EDEN,CL,Calle,Baleares,10,38670,38001,Adeje,Torviscas Alto Ed Balcon del Atlantico II C4-03,,,922713346.0,,-16.72158071,28.08758868,2018-04-23T09:47:06.924000,2018-06-20T14:49:32.191000
actividades deporte ocio,Club Deportivo Eduardo Dominguez Competicion,AV,Avenida,Eugenio Dominguez Afonso,1,38660,38001,Adeje,Py Americas CC Pueblo Canario Lc 219,,,669388225.0,,-16.73219872,28.07305165,2018-04-23T09:59:46.217000,2018-05-29T10:06:16.588000
actividades deporte ocio,Club Deportivo El Lamero Roquegara,AV,Avenida,Tome Cano,3,38450,38015,Garachico,,,,,,-16.7648452,28.374747,2018-05-16T11:53:35.830000,2022-04-28T14:05:22.728000
actividades deporte ocio,Club Deportivo El Sauzal,CL,Calle,Lepanto,14,38360,38041,El Sauzal,,,,672251533.0,,-16.43622992,28.47765113,2018-05-16T10:34:39.304000,2022-04-28T14:05:22.728000
actividades deporte ocio,Club Deportivo El Ultimo,CL,Calle,Beneharo ,3,38670,38001,Adeje,Las Nieves,,,629925258.0,,-16.73691033,28.12007123,2018-04-23T10:02:43.447000,2018-06-20T15:02:41.420000
actividades deporte ocio,Club Deportivo Esmuarico,CL,Calle,Veinticinco de Julio,15,38589,38005,Arico,Arico Nuevo,,,646091067.0,,-16.47617511,28.17761747,2018-05-15T09:56:28.469000,2018-05-29T10:09:45.927000
actividades deporte ocio,Club Deportivo Ferlinmetal San Pablo,CL,Calle,Bentinerfe,25,38670,38001,Adeje,P I La Atalaya Pueblo de Las Torres,,,667021202.0,,-16.73537072,28.1280267,2018-04-24T09:13:07.314000,2018-06-20T15:02:41.420000
actividades deporte ocio,Club Deportivo Flor de Loto,CL,Calle,El Puente,32,38480,38010,Buenavista del Norte,,,,628794178.0,,-16.85303534,28.36979767,2018-05-15T11:08:41.155000,2018-05-15T11:08:41.155000
actividades deporte ocio,Club Deportivo Fortin de Adeje,CL,Calle,Azimut,15,38670,38001,Adeje,,,,922780914.0,,-16.732299,28.11827743,2018-04-24T09:14:56.092000,2018-04-24T09:14:56.092000
actividades deporte ocio,Club Deportivo Futbol Aguilas San Aquilino Adeje,AV,Avenida,Palo Mayor,12,38670,38001,Adeje,El Galeon Campo Municipal de Deportes,,jordan_adeje@hotmail.com,922781410.0,,-16.73051975,28.11496299,2018-04-17T13:09:10.576000,2018-05-29T10:06:16.588000
actividades deporte ocio,Club Deportivo Futbol Juan Carlos Rodriguez Acosta,CL,Calle,La Graciosa,16,38670,38001,Adeje,Campo de Futbol Fañabe,,,922716191.0,,-16.7297421,28.10820104,2018-04-30T08:49:32.262000,2018-04-30T08:49:32.262000
actividades deporte ocio,Club Deportivo Futbol Sala Citnalta de La Escalona,CM,Camino,Charco Frio,11,38614,38052,Vilaflor,La Escalona,,,697578138.0,,-16.66995123,28.12274875,2018-05-16T13:08:22.075000,2018-05-16T13:08:22.075000
actividades deporte ocio,Club Deportivo Garimbas Mecanicas,CL,Calle,Alcalde Nicolas Guanche,1,38540,38011,Candelaria,Las Cuevecitas,,,922502695.0,,-16.39695023,28.35903057,2018-05-15T13:28:10.378000,2018-05-15T13:28:10.378000
actividades deporte ocio,Club Deportivo Gricia,AV,Avenida,Hipolito Sinforiano,6,38440,38018,La Guancha,,,,922130230.0,,-16.65024462,28.37395011,2018-05-16T12:28:28.324000,2018-05-16T12:28:28.324000
actividades deporte ocio,Club Deportivo Grupo Montañero Abinque,CL,Calle,Emeterio Guitierrez Arbelo,7,38678,38001,Adeje,Armeñime,,,922723035.0,,-16.75518458,28.12956256,2018-04-24T09:21:18.973000,2018-07-09T10:29:58.997000
actividades deporte ocio,Club Deportivo Guadexe,CL,Calle,Tagara,2,38677,38001,Adeje,Complejo Deportivo Las Torres,,,822660700.0,,-16.73831856,28.12143817,2018-04-30T08:14:27.222000,2018-04-30T08:14:27.222000
actividades deporte ocio,Club Deportivo Guancha,Cl,Calle,La Campana,sn,38440,38018,La Guancha,Estadio Municipal de Futbol Montefrio,,cdguanchafutbol@hotmail.es,922828128.0,,-16.65906508,28.37174714,2018-05-16T12:30:37.742000,2023-10-18T14:04:54.665000
actividades deporte ocio,Club Deportivo Guantacara,CL,Calle,La Alhondiga,5,38480,38010,Buenavista del Norte,,,,922129030.0,,-16.85094176,28.37176468,2018-05-15T11:08:41.155000,2018-05-15T11:08:41.155000
actividades deporte ocio,Club Deportivo Guatimac,CL,Calle,Arafo,5,38530,38011,Candelaria,Ed Candel 1-2D,,,629141261.0,,-16.36870309,28.35951857,2018-05-15T13:34:43.587000,2018-05-15T13:34:43.587000
actividades deporte ocio,Club Deportivo Guillermo Cruz Ruiz,CL,Calle,Lomo Espigon,22,38359,38041,El Sauzal,,,,619315342.0,,-16.43923728,28.46334362,2018-05-16T10:45:05.492000,2022-04-28T14:05:22.728000
actividades deporte ocio,Club Deportivo Halcodeje,CL,Calle,Atbitocazpe,4,38670,38001,Adeje,1-D,,,647093725.0,,-16.73648132,28.12192671,2018-04-30T08:22:17.350000,2018-05-25T13:59:22.166000
